	Year	Artist	Track	Danceability	Energy	Key	Loudness	Mode	Speechiness	Acousticness	Instrumentalness	Liveness	Valence	Tempo	Artist Popilarity	Song Popularity	Duration_ms	Time Signature
182	2012	John Mayer	The Complete 2012 Performances Collection	0.605	0.428	4	-12.274	1	0.0323	0.789	0.00215	0.091	0.783	169.951	84	36	220147	4
183	2007	Glen Hansard	Music From The Motion Picture Once	0.43	0.171	2	-14.413	0	0.0291	0.747	0.00275	0.118	0.0763	112.005	59	38	218573	4
184	2004	Selah	Hiding Place	0.23	0.169	0	-13.0	1	0.0356	0.837	0.0	0.0884	0.191	81.117	53	42	302187	4
185	2013	Pure Prairie League	The Very Best of Pure Prairie League	0.525	0.297	2	-18.161	1	0.0385	0.602	1.65e-06	0.0981	0.611	180.612	48	39	248000	4
186	2016	Injury Reserve	Floss	0.673	0.757	8	-5.087	1	0.222	0.18	0.0	0.039	0.641	96.126	58	52	264984	3
187	2009	Biffy Clyro	Only Revolutions	0.726	0.542	7	-9.523	1	0.03	0.327	0.0	0.146	0.305	120.201	64	42	189840	4
188	2003	Gary Allan	See If I Care	0.649	0.446	9	-7.338	1	0.034	0.691	0.000174	0.0825	0.324	118.829	61	35	219533	4
189	2015	Phoebe Bridgers	Killer	0.489	0.256	0	-8.719	1	0.0341	0.877	0.0	0.109	0.347	120.699	69	41	170800	4
190	2016	Jetta	Take It Easy (Matstubs Remix)	0.306	0.509	9	-5.655	0	0.0371	0.0444	0.000468	0.0753	0.0727	75.083	57	51	219280	4
191	2000	Paraiso Tropical	Cancion a Mi Padre	0.623	0.331	7	-7.904	1	0.0496	0.388	2.08e-06	0.169	0.978	131.667	39	20	118769	4
192	2006	Snatam Kaur	Anand Bliss	0.727	0.435	9	-9.901	0	0.0281	0.633	2.12e-05	0.087	0.332	129.988	61	55	475827	4
193	2005	Various Artists	Solos In Stereo	0.72	0.811	10	-6.675	0	0.156	0.00642	0.0788	0.102	0.751	174.211	8	33	296707	4
194	2005	New Edition	Gold	0.576	0.954	5	-6.464	0	0.0539	0.0645	1.5e-06	0.345	0.778	97.276	59	37	225573	4
195	2008	Various Artists	Relax	0.145	0.0401	4	-20.864	1	0.0419	0.968	0.946	0.217	0.035	75.074	8	38	257920	3
196	2009	Fruit Bats	The Ruminant Band	0.719	0.131	7	-14.478	1	0.0321	0.909	0.0194	0.109	0.0493	99.782	56	28	217973	4
197	2017	Bebe Rexha	All Your Fault: Pt. 2	0.77	0.639	10	-5.886	0	0.0369	0.139	0.0	0.0863	0.646	120.036	87	57	230236	4
198	2003	Murphy Lee	Murphy's Law	0.714	0.709	1	-7.134	1	0.286	0.156	0.0	0.167	0.894	87.674	60	25	295187	4
199	2016	Burak Yeter	Tuesday (feat. Danelle Sandoval)	0.841	0.639	9	-6.052	0	0.0688	0.0156	0.0654	0.0545	0.675	99.002	68	75	241875	4
200	2016	T3R Elemento	El Rapido	0.544	0.431	2	-9.401	1	0.0856	0.21	0.0	0.0689	0.615	90.386	76	46	185592	1
201	2004	Banda El Recodo, La Arrolladora Banda El Limon	Banda El Recodo Vs La Arrolladora Banda El Limon	0.322	0.6	4	-6.238	0	0.0377	0.0962	5.83e-06	0.0638	0.695	173.51	23	36	193200	4
202	2001	Lalo Y Los Descalzos	Reflexiones	0.82	0.563	7	-10.849	1	0.081	0.118	0.000278	0.319	0.835	139.507	43	24	226168	4
203	2005	Harry Gregson-Williams	Kingdom of Heaven (Original Motion Picture Soundtrack)	0.107	0.112	11	-19.947	1	0.0361	0.901	0.964	0.0664	0.03	90.227	60	51	182387	3
204	2011	Dum Dum Girls	Only in Dreams	0.259	0.943	2	-3.89	1	0.0584	0.00266	0.00251	0.378	0.403	157.982	40	33	235240	4
205	2010	C-Murder	Trapped In Crime	0.821	0.856	6	-3.172	0	0.266	0.0475	0.0	0.347	0.533	91.023	48	45	225373	4
206	2007	The Wombats	Proudly Present... A Guide To Love, Loss & Desperation	0.397	0.839	4	-6.674	1	0.102	0.00125	0.0	0.576	0.764	116.947	72	31	191293	4
207	2004	Dwight Yoakam	The Very Best Of Dwight Yoakam	0.49	0.869	3	-3.007	1	0.0477	0.0283	0.097	0.0571	0.447	126.586	60	36	320960	4
208	2014	Underworld	1992 - 2012	0.576	0.953	10	-8.968	1	0.0362	0.00106	0.49	0.474	0.303	140.042	59	52	456480	4
209	2012	Boyce Avenue	Cover Sessions, Vol. 2	0.617	0.398	2	-5.939	1	0.0297	0.862	0.0	0.0765	0.34	103.128	75	45	250653	4
210	2002	The Black Keys	The Big Come Up	0.442	0.682	5	-5.356	1	0.0559	0.0305	0.233	0.0716	0.613	85.866	74	37	180213	4
211	2014	Hong Kong Express	2047	0.753	0.666	0	-10.558	1	0.152	0.691	0.689	0.103	0.392	169.675	32	39	223562	5
212	2011	The Story So Far	Under Soil and Dirt	0.355	0.994	7	-2.947	1	0.131	5.31e-05	0.00187	0.354	0.19	167.972	67	46	186787	4
213	2017	Shawn Mendes	Illuminate	0.444	0.819	10	-4.078	0	0.341	0.106	0.0	0.107	0.747	82.695	90	83	187973	4
214	2016	Yung Gravy	Mr. Clean - EP	0.867	0.834	6	-6.126	0	0.221	0.205	1.44e-06	0.139	0.683	99.979	72	48	177038	4
215	2010	Beach Fossils	Beach Fossils	0.481	0.831	11	-5.182	1	0.0363	0.418	0.914	0.347	0.273	131.929	62	33	184867	4
216	2009	Fernando Villalona	El Gran Mayimbe	0.61	0.523	7	-10.581	1	0.0831	0.392	0.000614	0.447	0.775	124.107	45	35	254213	4
217	2013	Tito Y Su Torbellino	No Eres Tu, Ahora Soy Yo	0.671	0.578	5	-5.596	1	0.054	0.559	0.000345	0.16	0.942	164.906	55	36	226978	3
218	2016	Bon Iver	33 “GOD”	0.52	0.389	4	-10.476	1	0.0403	0.83	0.0265	0.0937	0.326	133.113	76	53	213000	4
219	2013	Little Mix	Salute (The Deluxe Edition)	0.641	0.732	2	-5.324	1	0.051	0.0992	0.0	0.285	0.352	82.027	88	67	236013	4
220	2009	UNA	You're Not Alone	0.586	0.814	10	-7.041	1	0.0396	0.117	0.000497	0.581	0.425	131.008	59	29	223520	3
221	2009	The Rural Alberta Advantage	Hometowns	0.617	0.351	11	-10.67	0	0.0365	0.338	0.00355	0.11	0.319	130.048	48	38	205347	4
222	2010	Voz De Mando	Con La Mente En Blanco	0.919	0.696	7	-4.285	1	0.0414	0.112	7.16e-06	0.0865	0.964	119.419	63	35	219960	4
223	2013	Our Last Night	Oak Island	0.376	0.877	7	-4.007	1	0.0554	0.00395	4.26e-05	0.16	0.168	74.954	67	59	229250	4
224	2007	2Pac	The Best Of 2Pac (Pt. 2: Life)	0.796	0.6	5	-5.367	0	0.0554	0.0901	0.0	0.0806	0.66	80.539	82	39	238093	4
225	2016	Chris Wilson	Love Shadow	0.668	0.655	1	-10.484	1	0.0293	0.409	0.789	0.144	0.807	95.828	38	46	168040	4
226	2008	Billy Currington	Little Bit Of Everything	0.674	0.916	2	-2.945	1	0.0332	0.0735	0.0	0.108	0.916	120.974	70	44	224267	4
227	2001	Tim Hughes	Here I Am To Worship	0.376	0.795	4	-6.067	1	0.0454	0.00294	6.56e-06	0.0562	0.218	149.995	46	41	315307	4
228	2017	The Symposium	The Symposium	0.517	0.404	6	-11.463	0	0.0415	0.338	0.477	0.11	0.735	96.157	45	47	257088	4
229	2004	Tom Waits	Real Gone (Remastered)	0.674	0.229	9	-16.703	0	0.329	0.838	0.00361	0.0981	0.628	110.929	64	39	290680	4
230	2004	Young Buck	Straight Outta Cashville	0.811	0.787	2	-5.509	1	0.147	0.0639	0.0	0.291	0.311	159.835	64	29	227760	4
231	2011	1000mods	Super Van Vacation	0.416	0.722	5	-7.746	1	0.0379	0.00821	0.789	0.138	0.305	119.018	44	47	528111	4
232	2000	Everclear	Songs From An American Movie: Good Time For A Bad Attitude	0.265	0.97	4	-4.841	0	0.123	5.88e-05	0.00227	0.294	0.272	197.937	60	21	228733	4
233	2013	Hopsin	Knock Madness	0.567	0.927	11	-5.497	0	0.403	0.312	0.0	0.943	0.47	91.701	69	39	357587	4
234	2007	Eagles	Long Road Out Of Eden	0.709	0.484	7	-10.068	1	0.027	0.34	0.0002	0.101	0.29	115.408	78	32	243293	4
235	2017	Train	a girl a bottle a boat	0.381	0.721	0	-1.859	0	0.0381	0.206	0.0	0.0913	0.678	90.587	81	48	205747	5
236	2010	Marina and the Diamonds	The Family Jewels	0.666	0.873	9	-5.072	0	0.0273	0.0246	2.6e-06	0.0543	0.945	114.006	75	46	206493	4
237	2014	Hannah Wants	Rhymes	0.899	0.573	5	-7.884	1	0.0618	0.0212	0.00237	0.196	0.604	125.974	51	57	200005	4
238	2000	Anders Hogstedt	Sånger ur Majas alfabet	0.435	0.465	5	-9.725	0	0.0321	0.769	0.0247	0.0701	0.791	94.007	28	24	63787	4
239	2009	Creedence Clearwater Revival	Creedence Covers The Classics	0.234	0.74	4	-8.182	0	0.0372	0.00431	0.116	0.0952	0.618	207.726	78	32	271787	3
240	2010	Nine Inch Nails	Pretty Hate Machine (Remastered)	0.544	0.855	6	-5.625	0	0.0883	3.2e-05	0.00796	0.0961	0.21	90.894	69	34	258773	4
241	2002	Quincy Jones	Ultimate Collection: Quincy Jones	0.589	0.343	10	-11.908	0	0.0369	0.889	2.83e-05	0.183	0.32	127.938	61	21	400733	4
242	2004	Grateful Dead	Europe '72 [Live] [Expanded]	0.578	0.618	4	-9.527	1	0.0327	0.648	0.246	0.184	0.721	106.821	70	41	277867	4
243	2013	Jun Sung Ahn	When I Was Your Man	0.372	0.325	0	-7.492	1	0.037	0.866	2.08e-05	0.133	0.184	145.045	40	46	212000	4
244	2009	Lady Gaga	The Cherrytree Sessions	0.574	0.137	3	-8.962	1	0.0717	0.78	0.0	0.68	0.206	90.721	93	37	218307	4
245	2017	Passion	Glorious Day (Radio Version)	0.471	0.846	2	-4.05	1	0.0388	0.0174	0.0	0.148	0.314	109.997	67	47	251696	4
246	2008	Coldplay	Viva La Vida	0.471	0.325	3	-9.983	1	0.0388	0.961	0.000176	0.116	0.391	128.679	89	35	77853	4
247	2012	French Montana	Shot Caller	0.32	0.871	6	-2.842	1	0.418	0.401	0.0	0.343	0.37	175.973	87	43	179000	4
248	2001	Ja Rule	Pain Is Love	0.489	0.629	1	-7.183	0	0.33	0.368	0.0	0.109	0.544	88.611	73	27	331133	4
249	2005	Pepe Aguilar	Mi Historia - Pepe Aguilar	0.568	0.291	2	-7.73	1	0.0268	0.857	1.63e-05	0.159	0.357	92.023	73	64	261132	4
250	2012	Django Django	Django Django	0.747	0.875	1	-5.635	1	0.0282	0.00733	1.1e-06	0.184	0.913	115.967	57	40	185640	4
251	2012	Mariana Seoane	La Malquerida	0.735	0.783	5	-5.123	0	0.0373	0.334	0.0	0.223	0.832	102.97	49	44	223053	4
252	2010	Man Overboard	Real Talk	0.506	0.936	8	-4.037	1	0.114	0.00588	0.0	0.651	0.46	157.001	47	32	175880	4
253	2017	Andrew McMahon in the Wilderness	Zombies On Broadway	0.607	0.909	0	-4.407	0	0.0501	0.0032	1.17e-06	0.106	0.687	114.08	62	46	233920	4
254	2016	Jinsang	Solitude.	0.485	0.361	0	-12.422	1	0.347	0.84	0.634	0.106	0.221	181.801	68	50	203351	4
255	2010	The Bone Collector	The Brotherhood Album	0.697	0.926	1	-2.828	0	0.114	0.105	0.0	0.326	0.45	138.046	38	31	189560	4
256	2016	Apashe	Copter Boy	0.76	0.84	0	-4.548	1	0.0875	0.000178	0.029	0.162	0.244	126.074	60	55	200952	4
257	2015	Keef 300	Gangland Vol. 2	0.785	0.531	1	-7.964	0	0.303	0.0275	0.0	0.104	0.404	135.006	36	46	170789	4
258	2003	Linkin Park	Live In Texas	0.544	0.986	9	-3.334	1	0.192	0.0193	0.0	0.963	0.345	135.122	86	44	167040	4
259	2012	The Fray	Scars & Stories	0.361	0.149	7	-12.066	1	0.0333	0.887	0.0	0.175	0.302	107.607	75	54	168853	3
260	2006	Red	End Of Silence	0.478	0.819	1	-5.827	0	0.037	0.000604	0.000874	0.234	0.151	105.925	91	36	254960	4
261	2008	Fireflight	Unbreakable	0.433	0.945	9	-4.897	1	0.0679	0.00717	2.07e-05	0.0999	0.525	159.927	50	29	222733	4
262	2012	Tierra Cali	Entrégate	0.828	0.62	7	-5.366	1	0.0863	0.432	6.43e-06	0.0469	0.85	109.829	59	45	190427	4
263	2012	Halestorm	Hello, It's Mz. Hyde	0.536	0.966	2	-2.037	0	0.137	0.00116	0.00531	0.173	0.379	125.008	67	46	192008	4
264	2013	Various Artists	Teen Beach Movie	0.588	0.698	9	-4.718	1	0.0415	0.195	0.0	0.257	0.631	125.004	8	48	220253	4
265	2009	The Protomen	Act II: The Father Of Death	0.423	0.799	1	-6.668	1	0.0336	0.00121	0.82	0.185	0.0704	137.931	47	29	195160	4
266	2005	Alex Fong	Be Good	0.75	0.443	2	-8.062	1	0.0338	0.75	0.0	0.156	0.405	120.038	48	46	228020	4
267	2002	Danny Antill	Intimate Moments	0.456	0.364	5	-9.048	1	0.0341	0.566	0.741	0.29	0.103	123.721	33	25	216533	3
268	2009	Broadway	Kingdoms	0.281	0.965	7	-3.309	1	0.0954	8.58e-05	3.57e-05	0.093	0.181	180.13	77	31	217747	4
269	2007	Andrew Bird	Armchair Apocrypha	0.248	0.401	9	-11.165	1	0.0397	0.0404	0.765	0.274	0.0605	129.87	60	27	218933	4
270	2000	Various Artists	O Brother, Where Art Thou? (Soundtrack)	0.437	0.258	7	-17.489	1	0.0483	0.94	0.852	0.192	0.641	131.749	8	36	269400	4
271	2009	Eminem	Relapse	0.57	0.962	5	-4.625	0	0.368	0.285	0.0	0.416	0.146	78.014	96	38	42227	4
272	2001	Dan Seals	Certified Hits	0.666	0.343	8	-11.55	1	0.0273	0.274	0.0	0.112	0.518	115.278	47	27	185840	4
273	2003	Steve Green	Hide 'Em In Your Heart: Bible Memory Melodies (Vol. 1)	0.368	0.166	5	-15.221	1	0.0362	0.873	0.0	0.121	0.476	169.875	46	28	158307	4
274	2005	Cold	A Different Kind Of Pain (Domestic Version)	0.259	0.893	5	-3.82	1	0.0695	0.00274	0.000136	0.133	0.267	147.41	89	36	267427	4
275	2006	Gnarls Barkley	St. Elsewhere	0.561	0.953	11	-5.026	0	0.104	0.0605	0.000168	0.135	0.337	101.015	68	36	222760	4
276	2010	Maroon 5	Hands All Over (Deluxe)	0.534	0.693	4	-4.548	1	0.0263	0.121	0.0	0.335	0.385	92.98	90	39	216600	4
277	2011	Judy Garland	The Essential Capitol Collection	0.199	0.181	0	-15.073	1	0.0357	0.811	0.0	0.694	0.133	175.149	61	36	287413	3
278	2008	Isabela	Encendida de Amor	0.772	0.471	11	-6.774	1	0.108	0.277	0.0	0.104	0.396	79.988	56	29	203987	4
279	2014	Frazey Ford	Indian Ocean	0.677	0.526	0	-10.289	1	0.0261	0.283	0.0282	0.115	0.701	114.011	46	50	207787	4
280	2003	Ginuwine	The Senior	0.622	0.573	1	-6.934	0	0.0547	0.26	0.0	0.173	0.617	127.132	69	46	259493	4
281	2016	Casting Crowns	The Very Next Thing	0.576	0.413	11	-7.935	1	0.0279	0.69	0.0	0.098	0.252	139.958	68	52	301173	4
282	2012	Joyce Manor	Of All Things I Will Soon Grow Tired	0.427	0.982	4	-4.309	0	0.0703	0.000104	0.00074	0.285	0.626	124.75	57	33	136520	4
283	2012	SEGA SOUND TEAM	Jet Set Radio Future SEGA Original Tracks	0.513	0.921	9	-5.918	1	0.0467	0.00459	0.783	0.325	0.977	139.946	55	35	201015	4
284	2009	Various Artists	The 50 Greatest Pieces of Classical Music	0.465	0.0816	7	-16.478	1	0.0398	0.79	0.834	0.151	0.141	105.49	8	34	163160	4
285	2009	We Were Promised Jetpacks	These Four Walls	0.452	0.498	4	-9.984	1	0.0312	0.349	0.226	0.112	0.163	141.089	50	29	328640	4
286	2014	The Front Bottoms	Rose	0.274	0.49	5	-6.546	1	0.0301	0.141	0.0	0.158	0.58	79.326	64	44	197973	4
287	2000	Britney Spears	Oops!... I Did It Again	0.751	0.834	1	-5.444	0	0.0437	0.3	1.77e-05	0.355	0.894	95.053	81	75	211160	4
288	2006	J Dilla	The Shining Instrumental	0.713	0.418	5	-5.63	0	0.0283	0.00283	0.0319	0.358	0.287	90.328	63	30	336853	4
289	2017	Kodak Black	Project Baby 2: All Grown Up (Deluxe)	0.709	0.6	8	-7.079	0	0.102	0.282	0.0	0.134	0.345	142.02	91	52	196672	4
290	2001	Carl Douglas	The Soul of the Kung Fu Fighter	0.598	0.673	2	-10.431	1	0.0693	0.0422	6.84e-05	0.289	0.59	102.035	56	69	197693	4
291	2008	Flying Lotus	Los Angeles	0.617	0.966	6	-4.433	0	0.0444	0.00358	0.874	0.168	0.504	111.99	60	30	181053	4
292	2005	Mary J. Blige	The Breakthrough	0.753	0.721	5	-4.787	0	0.074	0.0836	2e-05	0.238	0.731	92.061	72	27	244427	4
293	2000	Travis Tritt	Down The Road I Go	0.657	0.744	10	-4.267	1	0.0269	0.128	0.0	0.0852	0.624	89.413	64	22	216333	4
294	2016	Los Cadetes De Linares	Los 40 Corridos Mas Famosos	0.457	0.716	10	-3.194	1	0.0437	0.363	3.22e-05	0.0442	0.809	176.799	67	44	170480	3
295	2010	Good Charlotte	Greatest Hits	0.562	0.938	1	-3.078	1	0.106	0.00749	0.0	0.297	0.918	88.872	70	48	174213	4
296	2008	Three 6 Mafia	Last 2 Walk	0.762	0.819	2	-6.002	0	0.0633	0.214	1.24e-06	0.251	0.569	136.036	62	36	211507	4
297	2005	Seether	Karma and Effect	0.546	0.959	8	-4.664	1	0.082	0.00018	0.00144	0.0584	0.416	127.831	71	67	207213	4
298	2014	Weval	Easier	0.632	0.714	6	-13.228	0	0.0411	0.0456	0.651	0.132	0.0641	99.988	52	54	308742	4
299	2012	Tallhart	Bloodlines	0.568	0.788	11	-6.824	0	0.0513	0.17	0.000961	0.0866	0.264	123.935	23	33	228880	4
300	2005	Jeezy	Let’s Get It: Thug Motivation 101 (Deluxe Edition)	0.622	0.566	11	-7.973	1	0.0795	0.00294	0.0	0.347	0.139	159.993	75	33	241693	4
301	2016	From Ashes to New	Day One (Deluxe)	0.524	0.944	5	-5.151	0	0.145	0.00355	7.55e-06	0.0362	0.494	74.994	61	57	213053	4
302	2014	Pro Diaz	Sellasie (Original)	0.823	0.788	6	-5.666	0	0.0539	0.0821	0.00575	0.107	0.31	140.019	38	37	209152	4
303	2010	Gretchen Wilson	Greatest Hits	0.51	0.847	11	-4.622	1	0.087	0.105	0.0	0.691	0.74	184.942	54	54	215920	4
304	2004	The Goo Goo Dolls	Live In Buffalo July 4th, 2004	0.314	0.931	0	-4.384	1	0.0475	0.00674	1.75e-05	0.655	0.323	109.793	73	27	209440	4
305	2006	Original Cast	Tarzan: The Broadway Musical (Cast Recording)	0.677	0.758	1	-6.395	1	0.059	0.568	6.1e-06	0.269	0.49	119.995	77	26	226640	4
306	2007	We The Kings	We The Kings	0.352	0.912	7	-4.253	1	0.0725	0.00197	0.0	0.193	0.351	166.795	67	67	220147	4
307	2000	Bill Engvall	Now That's Awesome (Live)	0.598	0.641	6	-15.365	0	0.965	0.738	0.0	0.769	0.331	72.923	47	21	272733	5
308	2014	Various Artists	Top 50 Christmas Music	0.62	0.369	7	-9.607	1	0.0317	0.789	0.0	0.227	0.234	109.945	8	39	189227	4
309	2017	Kid Bloom	A Long Kiss Goodbye	0.85	0.537	5	-7.406	0	0.0279	0.791	0.000298	0.188	0.931	102.995	55	53	159840	4
310	2012	Rameses B	Inspire - EP	0.552	0.842	0	-5.815	1	0.0542	0.0551	0.271	0.105	0.242	139.914	53	44	343714	4
311	2004	Anastacia	Anastacia	0.663	0.746	2	-3.567	0	0.0321	0.0697	0.0	0.0929	0.325	102.847	60	58	257427	4
312	2007	Ivy Queen	Sentimiento	0.33	0.497	0	-7.32	0	0.0562	0.519	0.0	0.915	0.302	81.929	64	43	238800	4
313	2002	Bright Eyes	LIFTED or The Story Is in the Soil, Keep Your Ear to the Ground (Remastered)	0.382	0.577	0	-10.674	1	0.0326	0.323	0.0216	0.161	0.0905	106.139	63	30	288800	4
314	2009	P.s. Eliot	Introverted Romance In Our Troubled Minds	0.328	0.261	0	-12.601	1	0.0392	0.944	0.000925	0.146	0.141	135.329	31	32	184000	4
315	2017	Future	HNDRXX	0.755	0.6	5	-6.431	0	0.309	0.144	0.0	0.117	0.652	155.982	92	67	211240	4
316	2013	Band of Horses	Acoustic at The Ryman (Live)	0.581	0.302	11	-13.023	1	0.0308	0.86	0.000135	0.729	0.389	119.339	65	37	249052	4
317	2011	Christina Perri	lovestrong.	0.237	0.269	7	-9.61	0	0.0298	0.573	0.000283	0.101	0.0681	81.256	75	55	233480	4
318	2008	Paul Cardall	The Hymns Collection (2 Disc Set)	0.404	0.0471	7	-23.258	1	0.0383	0.973	0.93	0.148	0.165	112.203	55	32	228853	4
319	2006	Ice Cube	Laugh Now, Cry Later	0.576	0.693	9	-5.911	1	0.356	0.0757	0.0	0.384	0.736	178.13	74	24	207587	4
320	2013	Ailee	A`s Doll House	0.65	0.877	2	-1.918	0	0.0398	0.0346	0.0	0.334	0.906	107.878	59	49	194713	4
321	2015	King Lil G	90's Kid	0.853	0.638	10	-6.846	0	0.0685	0.228	0.0	0.0524	0.376	101.972	62	47	201947	4
322	2012	Jungle	The Heat / Lucky I Got What I Want	0.674	0.841	5	-7.056	0	0.0575	0.663	0.509	0.217	0.588	110.012	69	39	194880	4
323	2000	Dzihan & Kamien	Freaks & Icons	0.733	0.651	10	-7.06	0	0.0445	0.0132	0.899	0.101	0.235	95.99	47	27	305200	4
324	2001	Jon Hopkins	Opalescent	0.711	0.372	4	-14.89	1	0.0474	0.0605	0.941	0.0746	0.573	150.383	64	27	293467	4
325	2003	Various Artists	Freddy vs. Jason (Soundtrack)	0.442	0.986	8	-2.841	1	0.0703	0.000437	0.0	0.13	0.326	90.036	8	26	242347	4
326	2002	Scorpions	Bad For Good: The Very Best Of Scorpions	0.453	0.859	0	-4.707	1	0.056	0.00709	0.000618	0.303	0.734	125.832	74	24	252333	4
327	2012	Lady Antebellum	On This Winter's Night	0.351	0.191	1	-10.928	1	0.0291	0.677	3.72e-06	0.139	0.224	148.83	70	42	200853	3
328	2015	WSTRN	In2	0.553	0.662	8	-6.454	0	0.129	0.342	0.0	0.141	0.561	98.368	64	56	242121	4
329	2003	Los Van Van	Llego... Van Van	0.568	0.924	2	-3.664	1	0.0517	0.375	0.0	0.502	0.965	102.652	47	38	288507	4
330	2005	Warren G	In the Mid-Nite Hour	0.908	0.626	10	-6.579	1	0.159	0.0167	6.13e-05	0.0675	0.442	97.015	67	34	241253	4
331	2008	Deepak Chopra	Soul of Healing Affirmations	0.495	0.124	5	-20.363	1	0.0587	0.973	0.00103	0.106	0.236	121.053	48	35	116667	5
332	2014	Hoodie Allen	People Keep Talking	0.738	0.87	1	-5.343	0	0.0844	0.0124	0.0	0.14	0.845	89.988	66	47	205733	4
333	2011	Native American Flute	Native American Flute: Sleep Music	0.227	0.0182	9	-29.764	0	0.0497	0.99	0.83	0.0586	0.0664	125.943	55	37	170680	5
334	2017	Tennis	Yours Conditionally	0.676	0.557	7	-5.509	0	0.0273	0.388	4.5e-05	0.0623	0.661	99.955	56	50	224093	4
335	2015	Chris Stapleton	Traveller	0.559	0.301	9	-9.066	1	0.0297	0.055	0.00979	0.101	0.177	116.123	77	67	244333	3
336	2016	MAX	Hell's Kitchen Angel	0.612	0.501	0	-6.764	1	0.0433	0.0202	0.0	0.0458	0.49	143.839	75	43	188499	4
337	2012	Milo Greene	Milo Greene	0.543	0.596	11	-10.248	0	0.0293	0.723	0.595	0.313	0.47	126.0	53	41	268227	4
338	2016	Flamingosis	Pleasure Palette	0.689	0.709	6	-10.913	1	0.0707	0.12	0.0131	0.107	0.878	93.009	54	49	203871	4
339	2002	Dougie D	Go Hard or Go Home	0.854	0.763	5	-7.014	0	0.066	0.0155	0.0	0.106	0.856	140.407	41	19	319120	4
340	2001	Dimmu Borgir	Puritanical Euphoric Misanthropia	0.16	0.929	7	-2.977	1	0.106	7.64e-06	0.834	0.317	0.268	59.95	56	32	357460	4
341	2014	Kevin Gates	By Any Means	0.768	0.66	0	-6.388	0	0.251	0.0371	0.0	0.102	0.763	129.991	82	49	206730	4
342	2012	Sleeping With Sirens	If you were a movie, this would be your soundtrack	0.58	0.579	11	-6.219	0	0.0346	0.182	0.0	0.25	0.569	77.474	67	58	256053	4
343	2006	Lamb of God	Sacrament	0.401	0.995	6	-2.831	0	0.118	3.68e-05	0.00128	0.176	0.112	116.444	66	47	328200	3
344	2016	Lewis Del Mar	Lewis Del Mar	0.726	0.861	6	-5.167	1	0.0695	0.277	4.12e-06	0.0534	0.711	91.966	62	55	243413	4
345	2014	Justin Moore	Home Sweet Home	0.416	0.788	5	-4.768	1	0.0486	0.0198	0.0	0.296	0.375	148.341	66	41	232373	4
346	2017	Lil Baby	Harder Than Hard	0.49	0.542	1	-8.492	1	0.365	0.00866	0.0	0.0912	0.191	86.625	91	56	212493	4
347	2012	Johnnyswim	Home Vol. 1	0.594	0.251	4	-9.036	1	0.0295	0.63	2.8e-06	0.112	0.0502	98.819	62	48	270841	4
348	2009	Logan Mize	Logan Mize	0.572	0.473	6	-8.106	1	0.0277	0.225	3.01e-05	0.105	0.327	80.008	63	32	240328	1
349	2010	Darren Criss	Human	0.72	0.156	4	-14.327	1	0.0512	0.708	0.0	0.121	0.526	119.856	59	32	230787	4
350	2006	James Taylor	James Taylor At Christmas (Bonus Track Version)	0.55	0.383	4	-9.601	1	0.0319	0.793	0.0	0.0745	0.265	147.91	70	38	222227	4
351	2006	Ne-Yo	In My Own Words	0.622	0.503	8	-6.417	1	0.0433	0.265	0.000473	0.0596	0.58	93.984	81	66	220853	4
352	2014	Mustard	10 Summers	0.647	0.345	10	-10.994	1	0.043	0.0396	0.0	0.0963	0.259	95.561	71	44	191413	4
353	2002	Queens of the Stone Age	Songs For The Deaf	0.628	0.0458	1	-35.691	1	0.0571	0.652	0.948	0.223	0.0376	119.595	73	34	91947	4
354	2004	The Beach Boys	Christmas With The Beach Boys	0.546	0.655	6	-7.015	1	0.0456	0.464	0.0	0.0791	0.961	129.385	74	29	130680	4
355	2014	James Bay	Chaos And The Calm (Deluxe Edition)	0.538	0.245	2	-13.27	1	0.0364	0.478	0.0	0.108	0.313	73.785	77	44	218227	4
356	2000	Paul Simon	You're The One	0.699	0.335	4	-11.61	1	0.0388	0.869	0.00116	0.14	0.358	129.822	72	20	221027	4
357	2014	NEEDTOBREATHE	Rivers In The Wasteland	0.555	0.86	0	-4.724	1	0.0243	0.0199	0.011	0.327	0.613	104.015	69	47	224653	4
358	2017	Upchurch	Radio Jam	0.588	0.528	9	-12.109	1	0.0589	0.443	0.0	0.258	0.314	80.02	71	55	220082	4
359	2004	Chuck Riley	Tarzan (Storyteller)	0.559	0.402	1	-17.609	1	0.835	0.669	0.0	0.137	0.517	119.705	24	26	3474573	4
360	2006	Rihanna	A Girl Like Me	0.72	0.615	6	-8.224	1	0.161	0.485	2.53e-06	0.0829	0.642	96.072	91	36	248507	4
361	2005	The Jacka	The Jack Artist	0.696	0.796	5	-6.071	1	0.118	0.279	0.0	0.0674	0.503	96.264	50	29	214520	4
362	2003	Luther Vandross	The Essential Luther Vandross	0.737	0.662	2	-9.639	1	0.11	0.148	0.0	0.0457	0.763	110.133	66	28	230293	4
363	2011	Spawnbreezie	Dear Billy	0.818	0.557	2	-9.558	1	0.287	0.045	0.0	0.123	0.801	79.983	50	49	243000	4
364	2014	Migos	No Label II	0.793	0.455	5	-7.195	0	0.368	0.0506	0.0	0.115	0.145	125.921	87	56	207682	4
