	Year	Artist	Track	Danceability	Energy	Key	Loudness	Mode	Speechiness	Acousticness	Instrumentalness	Liveness	Valence	Tempo	Duration_ms	Time_Signature
1488	1977	Queen	Somebody to Love	0.492	0.676	8	-6.861	1	0.0516	0.172	0.0	0.239	0.412	110.232	296493	3
1489	1977	Captain & Tennille	Muskrat Love	0.391	0.257	9	-16.678	1	0.0574	0.888	0.000169	0.262	0.235	205.301	228160	4
1490	1977	Aerosmith	Walk This Way	0.653	0.73	5	-10.613	1	0.043	0.0114	1.03e-05	0.0754	0.894	108.705	220400	4
1491	1977	Dr. Buzzard's Original Savannah Band	Cherchez La Femme	0.699	0.333	0	-19.342	1	0.0595	0.00401	0.0	0.0607	0.533	115.147	347600	4
1492	1977	Al Stewart	Year of the Cat	0.54	0.634	4	-9.165	0	0.0346	0.016	0.0098	0.118	0.546	116.461	400067	4
1493	1977	Heatwave	Boogie Nights	0.62	0.54	4	-14.636	0	0.0422	0.349	2.53e-05	0.187	0.759	118.823	303533	4
1494	1977	Fleetwood Mac	Go Your Own Way	0.586	0.941	5	-5.139	1	0.0375	0.0167	0.000776	0.068	0.831	135.448	223613	4
1495	1977	Elton John	Sorry Seems to Be the Hardest Word	0.419	0.222	7	-12.676	0	0.0297	0.837	1.94e-06	0.238	0.12	127.718	228227	4
1496	1977	B.J. Thomas	Don't Worry Baby	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
1497	1977	ABBA	Knowing Me, Knowing You	0.55	0.741	2	-7.109	1	0.0299	0.0426	3.72e-06	0.235	0.903	107.327	243893	4
1498	1977	Leo Sayer	How Much Love	0.731	0.918	0	-6.627	0	0.0438	0.00771	5.52e-05	0.126	0.851	120.398	219067	4
1499	1977	London Symphony Orchestra	Star Wars (Main Title)	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
1500	1977	C.J. & Company	Devil's Gun	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
1501	1978	Andy Gibb	Shadow Dancing	0.742	0.6	7	-9.647	0	0.0319	0.142	0.0	0.0677	0.954	101.92	276000	4
1502	1978	Bee Gees	Night Fever	0.708	0.567	10	-15.539	0	0.0355	0.07	0.00105	0.152	0.955	103.606	281667	4
1503	1978	Debby Boone	You Light Up My Life	0.333	0.367	2	-10.06	1	0.0291	0.831	1.19e-05	0.262	0.0685	77.986	216287	3
1504	1978	Bee Gees	Stayin' Alive	0.708	0.567	10	-15.539	0	0.0355	0.07	0.00105	0.152	0.955	103.606	281667	4
1505	1978	Exile	Kiss You All Over	0.741	0.267	0	-17.204	1	0.0285	0.253	0.000447	0.0987	0.497	102.428	214400	4
1506	1978	Bee Gees	How Deep Is Your Love	0.633	0.357	5	-9.366	0	0.0264	0.105	0.0	0.133	0.674	104.938	245200	4
1507	1978	Player	Baby Come Back	0.596	0.753	7	-5.974	1	0.0256	0.00221	4.92e-05	0.185	0.583	97.055	227115	4
1508	1978	Andy Gibb	(Love Is) Thicker Than Water	0.586	0.463	6	-9.929	0	0.0252	0.129	7.08e-05	0.0757	0.551	96.479	255960	4
1509	1978	A Taste of Honey	Boogie Oogie Oogie	0.835	0.522	2	-10.828	0	0.0916	0.0991	0.00184	0.111	0.91	123.934	338133	4
1510	1978	Commodores	Three Times a Lady	0.482	0.0766	8	-20.634	1	0.0301	0.893	0.000379	0.134	0.136	75.722	217427	3
1511	1978	Frankie Valli	Grease	0.82	0.464	11	-8.45	1	0.0481	0.156	0.0	0.101	0.872	109.374	207307	4
1512	1978	Paul Davis	I Go Crazy	0.534	0.457	4	-8.66	0	0.0266	0.259	0.0004	0.203	0.271	140.798	233893	4
1513	1978	John Travolta & Olivia Newton-John	You're the One That I Want	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
1514	1978	Samantha Sang	Emotion	0.52	0.364	0	-9.484	1	0.0427	0.76	1.36e-05	0.251	0.716	184.244	237293	4
1515	1978	Eric Clapton	Lay Down Sally	0.69	0.5	4	-16.145	0	0.0909	0.598	0.0288	0.11	0.586	191.539	236093	4
1516	1978	The Rolling Stones	Miss You	0.451	0.895	9	-8.068	0	0.15	0.154	0.0111	0.981	0.354	113.836	815888	4
1517	1978	Billy Joel	Just the Way You Are	0.589	0.453	7	-8.912	1	0.0397	0.703	2.54e-05	0.134	0.513	139.148	290573	4
1518	1978	Wings	With a Little Luck	0.649	0.37	6	-15.451	0	0.0311	0.0721	0.000174	0.0944	0.274	111.966	344773	4
1519	1978	Yvonne Elliman	If I Can't Have You	0.618	0.68	8	-10.679	0	0.0395	0.109	0.0	0.322	0.875	109.487	180160	4
1520	1978	Chic	Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)	0.85	0.665	10	-9.404	0	0.0887	0.00961	0.483	0.0885	0.718	123.166	501467	4
1521	1978	Chuck Mangione	Feels So Good	0.576	0.603	5	-9.603	1	0.0329	0.455	0.0537	0.0406	0.524	103.658	582733	4
1522	1978	Nick Gilder	Hot Child in the City	0.799	0.71	4	-5.099	1	0.0397	0.0367	0.000372	0.12	0.767	110.732	214960	4
1523	1978	Sweet	Love Is Like Oxygen	0.567	0.455	9	-9.896	0	0.0479	0.242	2.79e-06	0.118	0.58	123.416	227533	4
1524	1978	Bonnie Tyler	It's a Heartache	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
1525	1978	Queen	We Will Rock You/We Are the Champions	0.254	0.521	10	-5.768	1	0.0374	0.15	1.66e-06	0.103	0.135	188.934	182387	3
1526	1978	Gerry Rafferty	Baker Street	0.497	0.349	7	-14.0	1	0.0297	0.0929	0.028	0.259	0.421	113.762	365627	4
1527	1978	Barry Manilow	Can't Smile Without You	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
1528	1978	Johnny Mathis & Deniece Williams	Too Much, Too Little, Too Late	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
1529	1978	Peter Brown	Dance With Me	0.912	0.42	10	-14.798	1	0.0507	0.117	0.000717	0.0424	0.9	108.53	319227	4
1530	1978	Meat Loaf	Two Out of Three Ain't Bad	0.586	0.48	9	-9.138	1	0.0243	0.385	0.0	0.0947	0.488	79.873	324440	4
1531	1978	Raydio	Jack And Jill	0.693	0.659	4	-4.722	1	0.0299	0.395	0.00485	0.133	0.541	106.247	275667	4
1532	1978	ABBA	Take a Chance on Me	0.685	0.685	11	-8.103	1	0.0254	0.173	0.0	0.201	0.925	106.987	243933	4
1533	1978	Dan Hill	Sometimes When We Touch	0.589	0.348	2	-11.032	1	0.038	0.685	3.2e-06	0.0849	0.28	119.374	252707	4
1534	1978	Donna Summer	Last Dance	0.529	0.722	3	-10.241	1	0.0682	0.137	0.000479	0.212	0.252	126.356	199800	4
1535	1978	Olivia Newton-John	Hopelessly Devoted to You	0.289	0.457	11	-7.493	0	0.0309	0.256	0.00308	0.148	0.409	73.929	185027	4
1536	1978	Foreigner	Hot Blooded	0.705	0.806	0	-4.83	1	0.0814	0.229	0.0	0.0676	0.763	117.945	268693	4
1537	1978	Rod Stewart	You're in My Heart (The Final Acclaim)	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
1538	1978	Roberta Flack & Donny Hathaway	The Closer I Get to You	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
1539	1978	Kansas	Dust in the Wind	0.475	0.322	7	-10.687	1	0.0283	0.367	0.00056	0.11	0.387	93.503	206267	4
1540	1978	Walter Egan	Magnet and Steel	0.719	0.395	1	-9.581	0	0.0335	0.349	5.07e-05	0.0716	0.718	113.036	204760	3
1541	1978	Randy Newman	Short People	0.68	0.617	2	-5.849	1	0.0378	0.731	0.0674	0.12	0.54	121.356	176933	4
1542	1978	The O'Jays	Use ta Be My Girl	0.641	0.615	1	-7.411	1	0.0539	0.479	0.0	0.195	0.892	111.485	198707	4
1543	1978	Natalie Cole	Our Love	0.39	0.0968	0	-14.966	1	0.0285	0.867	3.58e-06	0.0715	0.135	68.768	209960	4
1544	1978	Pablo Cruise	Love Will Find a Way	0.797	0.479	7	-13.855	1	0.0367	0.0112	2.88e-05	0.0624	0.869	124.337	251427	4
1545	1978	Andy Gibb	An Everlasting Love	0.668	0.685	9	-6.533	1	0.0368	0.302	0.0	0.137	0.903	125.475	250360	4
1546	1978	John Paul Young	Love Is in the Air	0.557	0.791	0	-7.201	1	0.0389	0.0254	0.000264	0.0605	0.895	122.34	210293	4
1547	1978	David Gates	Goodbye Girl	0.467	0.255	8	-15.963	0	0.0372	0.605	0.00031	0.273	0.243	120.174	168867	4
1548	1978	Paul Simon	Slip Slidin' Away	0.641	0.409	8	-12.452	1	0.0348	0.743	2.58e-06	0.118	0.315	121.165	285053	4
1549	1978	Heatwave	The Groove Line	0.712	0.757	2	-10.045	1	0.0352	0.0543	0.000405	0.201	0.729	120.165	262507	4
1550	1978	Jay Ferguson	Thunder Island	0.497	0.718	0	-7.744	1	0.0275	0.00113	0.0606	0.544	0.792	127.79	240693	4
1551	1978	Atlanta Rhythm Section	Imaginary Lover	0.575	0.724	9	-6.505	0	0.0237	0.00105	0.00354	0.0998	0.226	108.126	338280	4
1552	1978	Bob Seger & The Silver Bullet Band	Still the Same	0.709	0.767	0	-6.732	1	0.0283	0.405	0.000172	0.0592	0.557	115.64	203547	4
1553	1978	Toby Beau	My Angel Baby	0.34	0.344	11	-9.093	0	0.0294	0.424	2.97e-06	0.0664	0.314	206.414	209783	3
1554	1978	The Trammps	Disco Inferno	0.766	0.844	10	-3.851	1	0.0361	0.0261	0.605	0.18	0.835	129.323	191573	4
1555	1978	George Benson	On Broadway	0.77	0.319	10	-17.098	0	0.0579	0.205	0.000151	0.0687	0.863	117.232	316160	4
1556	1978	Styx	Come Sail Away	0.332	0.339	0	-15.5	1	0.0355	0.122	1.29e-06	0.0985	0.126	119.596	367000	4
1557	1978	L.T.D.	(Every Time I Turn Around) Back in Love Again	0.837	0.634	8	-11.818	1	0.106	0.0913	0.00047	0.412	0.922	109.412	280133	4
1558	1978	Player	This Time I'm in It for Love	0.735	0.447	7	-7.959	1	0.0315	0.285	0.000699	0.136	0.826	103.856	264754	4
1559	1978	Carly Simon	You Belong to Me	0.629	0.632	5	-12.265	0	0.0452	0.409	0.0	0.725	0.735	113.294	215693	4
1560	1978	Dolly Parton	Here You Come Again	0.529	0.511	1	-9.37	1	0.0418	0.647	0.00724	0.0391	0.559	106.491	179491	4
1561	1978	Linda Ronstadt	Blue Bayou	0.732	0.161	11	-12.817	1	0.0306	0.739	0.000379	0.105	0.5	95.21	239400	4
1562	1978	Steely Dan	Peg	0.806	0.573	0	-11.017	1	0.0317	0.066	0.000221	0.152	0.951	116.965	240293	4
1563	1978	Anne Murray	You Needed Me	0.497	0.296	9	-10.756	1	0.0302	0.431	0.0	0.106	0.171	62.204	220267	4
1564	1978	"Evelyn ""Champagne"" King"	Shame	0.714	0.665	11	-10.948	0	0.0381	0.00588	0.131	0.0655	0.805	133.805	392800	4
1565	1978	Little River Band	Reminiscing	0.54	0.465	7	-11.259	1	0.0302	0.652	0.00544	0.139	0.341	94.731	252772	4
1566	1978	Jefferson Starship	Count On Me	0.552	0.325	9	-14.908	1	0.0284	0.259	1.27e-05	0.453	0.736	111.937	194893	4
1567	1978	Eddie Money	Baby Hold On	0.642	0.641	2	-12.444	1	0.049	0.154	1.23e-06	0.0475	0.85	120.316	210827	4
1568	1978	Shaun Cassidy	Hey Deanie	0.624	0.769	5	-10.718	1	0.028	0.182	4.37e-06	0.331	0.96	130.184	219307	4
1569	1978	John Travolta & Olivia Newton-John	Summer Nights	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
1570	1978	Lynyrd Skynyrd	What's Your Name	0.528	0.919	7	-3.922	1	0.0765	0.153	0.0236	0.745	0.774	134.152	247548	4
1571	1978	Crystal Gayle	Don't It Make My Brown Eyes Blue	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
1572	1978	Patti Smith Group	Because the Night	0.442	0.793	11	-5.378	0	0.0354	0.0557	0.0	0.0934	0.547	123.67	202867	4
1573	1978	Robert Palmer	Every Kinda People	0.63	0.546	6	-12.594	1	0.0416	0.252	0.000156	0.0431	0.946	94.631	199200	4
1574	1978	Barry Manilow	Copacabana	0.606	0.899	7	-6.412	0	0.0758	0.333	0.000102	0.0754	0.66	116.735	236760	4
1575	1978	Heatwave	Always and Forever	0.338	0.175	2	-17.104	1	0.0319	0.125	8.8e-05	0.108	0.201	152.604	287267	3
1576	1978	Rick James	You and I	0.783	0.875	8	-6.639	0	0.0812	0.307	0.00322	0.576	0.832	119.389	486027	4
1577	1978	Earth, Wind & Fire	Serpentine Fire	0.778	0.873	0	-8.861	1	0.0378	0.221	0.0191	0.113	0.929	139.955	230040	4
1578	1978	Bob Welch	Sentimental Lady	0.445	0.471	4	-16.218	1	0.0328	0.107	0.0	0.268	0.562	71.041	178693	4
1579	1978	LeBlanc & Carr	Falling	0.385	0.395	0	-9.332	1	0.0247	0.74	4.66e-05	0.197	0.298	93.898	192227	4
1580	1978	Santa Esmeralda	Don't Let Me Be Misunderstood	0.651	0.907	9	-7.279	0	0.0406	0.000423	0.0107	0.695	0.705	126.98	338160	4
1581	1978	Michael Johnson	Bluer Than Blue	0.361	0.379	8	-7.238	1	0.0282	0.546	0.0	0.152	0.393	137.741	176760	4
1582	1978	Jackson Browne	Running on Empty	0.531	0.948	9	-5.438	1	0.0568	0.006	0.0117	0.694	0.498	136.891	298093	4
1583	1978	Kenny Loggins & Stevie Nicks	Whenever I Call You 'Friend'	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
1584	1978	Chris Rea	Fool (If You Think It's Over)	0.722	0.412	4	-14.3	0	0.0267	0.312	2.5e-05	0.0448	0.91	105.927	284533	4
1585	1978	Foxy	Get Off	0.93	0.547	9	-8.289	1	0.22	0.0109	0.000881	0.0559	0.955	130.792	341293	4
1586	1978	Electric Light Orchestra	Sweet Talkin' Woman	0.609	0.611	0	-9.208	1	0.0298	0.513	0.0	0.093	0.916	121.836	229867	4
1587	1978	Joe Walsh	Life's Been Good	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
1588	1978	Alicia Bridges	I Love the Nightlife	0.692	0.69	0	-7.824	1	0.0332	0.337	0.00213	0.0862	0.92	125.315	187973	4
1589	1978	High Inergy	You Can't Turn Me Off (In The Middle Of Turning Me On)	0.376	0.368	0	-9.828	0	0.0541	0.7	0.0	0.0891	0.622	185.749	211293	4
1590	1978	Linda Ronstadt	It's So Easy	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
1591	1978	Odyssey	Native New Yorker	0.462	0.884	0	-8.722	1	0.0984	0.0852	0.0484	0.798	0.551	106.395	336467	4
1592	1978	Parliament	Flash Light	0.704	0.735	10	-10.426	1	0.0594	0.28	0.149	0.475	0.681	105.182	346667	4
1593	1978	Boston	Don't Look Back	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
1594	1978	Electric Light Orchestra	Turn to Stone	0.548	0.72	1	-9.777	0	0.0409	0.0686	0.000232	0.107	0.458	140.966	229093	4
1595	1978	Eruption	I Can't Stand the Rain	0.708	0.693	11	-9.557	1	0.0917	0.211	0.000515	0.162	0.892	108.319	185733	4
1596	1978	Bob Welch	Ebony Eyes	0.698	0.676	11	-11.717	1	0.0277	0.0101	2.57e-05	0.112	0.961	116.486	212760	4
1597	1978	ABBA	The Name of the Game	0.66	0.564	9	-8.683	1	0.0302	0.404	0.000106	0.0557	0.623	77.092	293933	4
1598	1978	Rita Coolidge	We're All Alone	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
1599	1978	Bob Seger & The Silver Bullet Band	Hollywood Nights	0.529	0.968	9	-5.198	1	0.0503	0.00506	0.00034	0.201	0.751	150.326	302627	4
1600	1978	Steely Dan	Deacon Blues	0.751	0.572	0	-12.324	1	0.0388	0.481	0.000532	0.105	0.58	115.839	456640	4
1601	1979	The Knack	My Sharona	0.586	0.7	0	-9.558	1	0.0363	0.0589	0.00125	0.0318	0.897	147.245	295400	4
1602	1979	Donna Summer	Bad Girls	0.872	0.873	2	-6.824	0	0.0374	0.00839	0.00568	0.451	0.97	120.378	295126	4
1603	1979	Chic	Le Freak	0.867	0.746	7	-7.445	1	0.0475	0.0453	0.0	0.123	0.933	118.616	327573	4
1604	1979	Rod Stewart	Da Ya Think I'm Sexy?	0.715	0.689	2	-8.065	0	0.029	0.0143	0.000192	0.111	0.852	111.504	331333	4
1605	1979	Peaches & Herb	Reunited	0.559	0.496	5	-9.437	0	0.0262	0.851	0.00616	0.147	0.36	75.69	345240	4
1606	1979	Gloria Gaynor	I Will Survive	0.775	0.731	0	-8.715	1	0.0536	0.0181	0.00952	0.253	0.558	116.66	198066	4
1607	1979	Donna Summer	Hot Stuff	0.808	0.881	0	-8.249	1	0.0338	0.00513	0.0127	0.0688	0.963	120.392	407053	4
1608	1979	Village People	Y.M.C.A.	0.755	0.785	6	-10.942	1	0.0622	0.0302	0.0	0.0541	0.763	126.445	286667	4
1609	1979	Anita Ward	Ring My Bell	0.781	0.556	5	-13.067	0	0.0611	0.0661	0.0907	0.0339	0.968	125.999	491933	4
1610	1979	Robert John	Sad Eyes	0.431	0.463	0	-7.342	1	0.0268	0.599	0.00282	0.132	0.687	107.19	253213	3
1611	1979	Bee Gees	Too Much Heaven	0.505	0.433	6	-12.997	1	0.0589	0.436	9.87e-05	0.743	0.361	165.818	296000	4
1612	1979	Donna Summer	MacArthur Park	0.573	0.672	4	-12.296	0	0.0406	0.0817	0.000752	0.0601	0.465	131.054	235200	4
1613	1979	Dr. Hook	When You're in Love with a Beautiful Woman	0.679	0.728	8	-9.539	1	0.0378	0.405	0.00261	0.0506	0.852	109.623	178827	4
1614	1979	David Naughton	Makin' It	0.882	0.562	0	-7.67	1	0.0368	0.0475	0.374	0.0338	0.926	129.99	189583	4
1615	1979	The Pointer Sisters	Fire	0.65	0.615	1	-9.332	1	0.0342	0.201	0.00235	0.0805	0.637	118.294	210640	4
1616	1979	Bee Gees	Tragedy	0.667	0.549	2	-10.651	1	0.0276	0.092	0.0056	0.242	0.804	117.97	303333	4
1617	1979	Olivia Newton-John	A Little More Love	0.719	0.418	8	-14.837	1	0.0396	0.0337	0.0132	0.0927	0.506	100.804	207013	4
1618	1979	Blondie	Heart of Glass	0.659	0.78	4	-8.425	1	0.0309	0.0145	0.0349	0.181	0.808	114.421	272267	4
1619	1979	The Doobie Brothers	What a Fool Believes	0.758	0.378	8	-15.308	0	0.0449	0.284	0.0	0.049	0.985	120.736	223867	4
1620	1979	Chic	Good Times	0.864	0.876	11	-7.297	0	0.0488	0.148	7.19e-05	0.0367	0.802	110.536	223026	4
1621	1979	Neil Diamond & Barbra Streisand	You Don't Bring Me Flowers	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
1622	1979	Amii Stewart	Knock on Wood	0.689	0.805	2	-11.199	1	0.0429	0.0019	8.23e-05	0.0683	0.914	140.791	250520	4
1623	1979	Suzi Quatro & Chris Norman	Stumblin' In	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
1624	1979	Maxine Nightingale	Lead Me On	0.419	0.456	1	-11.132	1	0.0328	0.812	0.000838	0.111	0.538	139.622	165707	4
1625	1979	The Jacksons	Shake Your Body (Down to the Ground)	0.774	0.803	0	-4.959	1	0.0877	0.0307	0.0	0.347	0.813	117.778	224893	4
1626	1979	Melissa Manchester	Don't Cry Out Loud	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
1627	1979	Supertramp	The Logical Song	0.625	0.758	5	-6.213	0	0.0463	0.512	0.00022	0.153	0.695	119.719	251253	4
1628	1979	Billy Joel	My Life	0.741	0.647	2	-12.878	1	0.0427	0.108	0.00139	0.0555	0.804	131.097	284000	4
1629	1979	Randy VanWarmer	Just When I Needed You Most	0.583	0.313	9	-14.36	1	0.0256	0.615	0.0	0.121	0.346	96.717	241747	4
1630	1979	Raydio	You Can't Change That	0.691	0.706	1	-5.983	0	0.115	0.27	0.0	0.272	0.892	169.724	203080	4
1631	1979	Peaches & Herb	Shake Your Groove Thing	0.867	0.73	9	-6.605	1	0.0496	0.45	0.0143	0.0817	0.917	132.57	346133	4
1632	1979	Dionne Warwick	I'll Never Love This Way Again	0.384	0.36	2	-10.733	1	0.0283	0.146	6.51e-06	0.103	0.251	131.056	211225	4
1633	1979	Bee Gees	Love You Inside Out	0.712	0.516	11	-10.906	0	0.0488	0.381	1.37e-06	0.2	0.846	94.646	251333	4
1634	1979	Cheap Trick	I Want You to Want Me	0.806	0.462	2	-12.778	1	0.0298	0.78	0.0134	0.15	0.736	92.726	191227	4
1635	1979	Barbra Streisand	The Main Event/Fight	0.647	0.875	7	-8.503	1	0.0431	0.0502	0.0	0.172	0.684	137.391	293933	4
1636	1979	Elton John	Mama Can't Buy You Love	0.524	0.727	5	-6.327	1	0.0448	0.419	0.0	0.108	0.58	93.663	244653	4
1637	1979	Leif Garrett	I Was Made for Dancin'	0.689	0.584	11	-13.957	0	0.0314	0.0319	0.00275	0.327	0.837	127.132	196440	4
1638	1979	Earth, Wind & Fire	After the Love Has Gone	0.424	0.443	6	-13.45	1	0.0382	0.532	0.000389	0.673	0.391	131.675	278040	4
1639	1979	Donna Summer and Brooklyn Dreams	Heaven Knows	0.703	0.724	8	-12.377	1	0.0803	0.0842	2.82e-05	0.654	0.875	131.739	210977	4
1640	1979	Kenny Rogers	The Gambler	0.671	0.501	4	-13.119	1	0.0594	0.342	0.0	0.194	0.86	87.038	214880	4
1641	1979	Nicolette Larson	Lotta Love	0.646	0.406	5	-15.616	0	0.0264	0.159	0.00114	0.27	0.895	113.708	191773	4
1642	1979	Little River Band	Lady	0.457	0.328	2	-11.928	1	0.0345	0.495	1.13e-05	0.0624	0.329	121.187	297633	4
1643	1979	Bonnie Pointer	Heaven Must Have Sent You	0.868	0.753	0	-8.215	1	0.0373	0.113	0.0123	0.0695	0.914	128.676	434267	4
1644	1979	Toto	Hold the Line	0.494	0.698	6	-12.049	0	0.0553	0.0397	0.00634	0.152	0.778	95.842	235800	4
1645	1979	Sister Sledge	He's the Greatest Dancer	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
1646	1979	Dr. Hook & The Medicine Show	Sharing the Night Together	0.619	0.686	1	-9.014	0	0.0615	0.644	0.0	0.0996	0.757	76.923	174533	4
1647	1979	Kenny Rogers	She Believes in Me	0.32	0.413	10	-12.472	1	0.0314	0.484	4.97e-06	0.346	0.313	142.765	258720	4
1648	1979	Village People	In the Navy	0.76	0.906	7	-10.295	0	0.0575	0.215	0.0	0.114	0.858	126.215	223667	4
1649	1979	Frank Mills	Music Box Dancer	0.467	0.471	1	-13.761	1	0.039	0.572	0.824	0.122	0.794	132.164	192360	4
1650	1979	The Charlie Daniels Band	The Devil Went Down to Georgia	0.517	0.535	0	-12.027	1	0.0494	0.131	0.0	0.085	0.933	135.087	215067	4
1651	1979	John Stewart	Gold	0.692	0.598	9	-7.893	0	0.0373	0.464	1.2e-06	0.0926	0.519	124.045	244133	4
1652	1979	Wings	Goodnight Tonight	0.755	0.683	1	-9.919	0	0.0458	0.0747	0.000794	0.0853	0.932	123.388	260800	4
1653	1979	Sister Sledge	We Are Family	0.784	0.893	7	-5.153	0	0.0923	0.3	1.57e-05	0.272	0.819	118.738	216733	4
1654	1979	Bad Company	Rock 'n' Roll Fantasy	0.606	0.716	2	-5.47	1	0.0285	0.0261	5.82e-06	0.13	0.868	112.299	197467	4
1655	1979	Hot Chocolate	Every 1's a Winner	0.727	0.548	10	-7.393	1	0.0291	0.0628	0.526	0.133	0.929	107.826	289267	4
1656	1979	Cher	Take Me Home	0.707	0.53	4	-12.313	1	0.0701	0.00535	2.79e-05	0.0291	0.892	121.98	403000	4
1657	1979	Earth, Wind & Fire & The Emotions	Boogie Wonderland	0.802	0.756	2	-10.791	0	0.0349	0.0843	0.00765	0.0521	0.963	131.715	288293	4
1658	1979	Andy Gibb	(Our Love) Don't Throw It All Away	0.349	0.344	5	-13.206	1	0.0526	0.359	0.000129	0.603	0.228	142.441	250200	4
1659	1979	Bobby Caldwell	What You Won't Do for Love	0.642	0.397	6	-16.842	1	0.0639	0.461	0.000834	0.106	0.798	84.064	286493	4
1660	1979	Ace Frehley	New York Groove	0.832	0.614	4	-8.237	1	0.138	0.609	6.53e-05	0.133	0.856	95.078	183693	4
1661	1979	Dire Straits	Sultans of Swing	0.73	0.868	5	-7.325	1	0.0288	0.0632	0.0661	0.318	0.923	148.217	350400	4
1662	1979	Chic	I Want Your Love	0.706	0.723	5	-9.235	1	0.0382	0.0232	0.0441	0.0994	0.937	113.121	415467	4
1663	1979	Rickie Lee Jones	Chuck E.'s In Love	0.595	0.165	9	-13.295	1	0.0844	0.529	0.0	0.981	0.63	111.939	232333	4
1664	1979	Alicia Bridges	I Love the Nightlife	0.692	0.69	0	-7.824	1	0.0332	0.337	0.00213	0.0862	0.92	125.315	187973	4
1665	1979	McFadden & Whitehead	Ain't No Stoppin' Us Now	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
1666	1979	Little River Band	Lonesome Loser	0.466	0.548	0	-8.321	1	0.0252	0.0928	0.0	0.293	0.439	109.965	237973	4
1667	1979	Styx	Renegade	0.486	0.563	7	-12.264	0	0.0334	0.0186	4.77e-05	0.074	0.678	105.538	257227	4
1668	1979	England Dan & John Ford Coley	Love Is the Answer	0.384	0.569	3	-11.974	1	0.0512	0.199	0.000367	0.182	0.538	203.105	281293	4
1669	1979	Cheryl Lynn	Got to Be Real	0.836	0.626	9	-10.143	0	0.0335	0.0943	0.742	0.153	0.898	114.657	307947	4
1670	1979	Patrick Hernandez	Born to Be Alive	0.704	0.867	2	-5.808	1	0.0315	0.0846	0.0	0.206	0.809	131.467	188133	4
1671	1979	Electric Light Orchestra	Shine a Little Love	0.687	0.695	7	-8.95	1	0.032	0.217	0.00806	0.0569	0.884	133.134	281027	4
1672	1979	Anne Murray	I Just Fall in Love Again	0.476	0.313	0	-9.708	1	0.0279	0.156	2.72e-06	0.298	0.101	132.573	170360	4
1673	1979	Ian Matthews	Shake It	0.792	0.486	1	-11.291	0	0.0284	0.107	0.00221	0.121	0.848	130.738	205493	4
1674	1979	KISS	I Was Made for Lovin' You	0.777	0.842	4	-6.167	1	0.04	0.24	7.32e-05	0.0775	0.864	128.388	271240	4
1675	1979	Gino Vannelli	I Just Wanna Stop	0.579	0.55	9	-13.398	1	0.0337	0.199	0.00392	0.137	0.631	139.322	218307	4
1676	1979	GQ	Disco Nights (Rock-Freak)	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
1677	1979	Linda Ronstadt	Ooo Baby Baby	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
1678	1979	Earth, Wind & Fire	September	0.697	0.809	9	-8.197	1	0.0302	0.114	0.000521	0.183	0.98	125.941	214827	4
1679	1979	Al Stewart	Time Passages	0.694	0.649	3	-7.176	1	0.0281	0.357	0.00258	0.0868	0.603	111.98	403040	4
1680	1979	Herb Alpert	Rise	0.814	0.454	10	-10.802	1	0.0413	0.133	0.839	0.0863	0.903	99.265	457400	4
1681	1979	Electric Light Orchestra	Don't Bring Me Down	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
