,Year,Artist,Track,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Track_Popularity,Artist_Popularity,Duration_ms,Time Signature
8983,2004,D12,Dude - Skit,0.491,0.534,10,-12.775,0,0.615,0.923,0.0,0.822,0.631,140.355,33,67,74707,3
8984,2009,Wiz Khalifa,Hit Tha Flo,0.794,0.954,7,-5.097,1,0.201,0.0592,0.0,0.373,0.866,143.964,33,88,180805,3
8985,2001,Lars Frederiksen and the Bastards,Skunx,0.385,0.903,9,-3.162,1,0.0485,0.0052,0.0,0.147,0.423,90.217,30,44,186867,4
8986,2005,Green Day,Boulevard Of Broken Dreams - Live,0.259,0.983,8,-3.523,1,0.0869,0.0583,0.000298,0.972,0.375,166.81,43,82,284960,4
8987,2009,Boosie Badazz,Bulls**t,0.832,0.602,1,-8.873,1,0.175,0.0297,0.000536,0.207,0.708,138.07,29,69,344387,4
8988,2013,Nine Inch Nails,Disappointed,0.743,0.477,2,-8.483,1,0.0386,0.0187,0.853,0.106,0.234,137.037,31,69,344120,4
8989,2014,Glass Animals,Gooey,0.487,0.369,11,-13.424,0,0.0406,0.736,3.75e-05,0.0925,0.106,183.114,69,71,289307,4
8990,2000,Clannad,"Theme (From ""Harry's Game"")",0.211,0.17,1,-17.152,0,0.0375,0.892,0.0689,0.113,0.0374,118.313,26,50,147787,3
8991,2001,SHINHWA,Wild Eyes,0.809,0.883,9,-5.176,0,0.214,0.0142,0.0,0.12,0.888,105.119,40,50,201867,4
8992,2001,The Jets,Crush On You,0.784,0.852,1,-9.376,1,0.058,0.0169,0.0504,0.0516,0.963,120.306,19,45,270067,4
8993,2001,Ben Folds,The Ascent of Stan,0.425,0.639,10,-8.986,1,0.0342,0.096,0.00368,0.122,0.112,117.534,31,56,254173,4
8994,2016,The Avett Brothers,Fisher Road To Hollywood,0.465,0.125,0,-12.004,1,0.0421,0.88,4.04e-05,0.0921,0.201,139.08,43,67,263093,4
8995,2006,Mickey Avalon,Jane Fonda,0.671,0.813,7,-3.77,1,0.31,0.117,0.0,0.115,0.855,93.655,40,47,220307,4
8996,2013,Wardruna,IwaR,0.514,0.79,10,-12.425,1,0.0612,0.0399,0.819,0.133,0.112,115.029,44,59,342573,4
8997,2006,Kenny Chesney,What I Need To Do - Live,0.47,0.648,8,-8.121,1,0.0506,0.108,3e-05,0.901,0.241,153.619,26,75,338720,4
8998,2001,The Psychedelic Furs,Pretty in Pink,0.349,0.837,2,-9.066,1,0.0743,0.0119,0.083,0.311,0.609,134.758,26,58,238773,4
8999,2004,James McMurtry,Red Dress,0.467,0.714,7,-5.991,1,0.0279,0.317,0.000183,0.709,0.43,151.085,22,46,301813,4
9000,2017,Foo Fighters,The Sky Is A Neighborhood,0.358,0.549,11,-7.843,0,0.0693,0.000799,0.00503,0.22,0.533,130.733,70,80,244573,4
9001,2010,MC Eiht,Straight Up Menace,0.756,0.53,7,-9.639,1,0.142,0.00138,0.00701,0.323,0.524,79.855,54,64,274307,4
9002,2016,Russ,"Psycho, Pt. 2",0.766,0.548,10,-4.29,1,0.235,0.775,5.57e-06,0.1,0.424,82.944,75,84,161985,4
9003,2009,Hazzy,Street Of Dreams,0.496,0.797,10,-7.352,0,0.0279,0.0373,0.929,0.144,0.603,90.007,36,30,249000,4
9004,2015,Amanda Perez,F**k Your Feelings,0.671,0.489,0,-7.716,0,0.0465,0.117,0.0,0.231,0.305,119.973,36,45,245693,4
9005,2015,Craig Armstrong,Bathsheba and Oak Unite,0.166,0.21,7,-17.664,1,0.037,0.853,0.885,0.317,0.04,81.891,53,65,95973,4
9006,2011,Leehom Wang,依然愛你,0.635,0.374,9,-10.116,1,0.0587,0.837,0.0,0.129,0.401,147.989,52,59,244600,4
9007,2002,Sublime,Doin' Time,0.712,0.694,7,-6.639,1,0.077,0.0431,2.41e-06,0.148,0.516,80.985,21,73,253773,4
9008,2006,Баста,Осень,0.713,0.646,6,-7.443,1,0.047,0.0421,4.74e-06,0.228,0.882,92.026,33,51,214507,4
9009,2017,Tasha Cobbs Leonard,You Know My Name,0.285,0.456,7,-6.993,1,0.0329,0.133,0.0,0.0766,0.189,96.932,47,61,480547,3
9010,2004,Phil Collins,Two Hearts,0.582,0.908,7,-2.48,1,0.039,0.311,0.0323,0.0625,0.711,155.561,39,78,204387,4
9011,2007,Chris Rice,How Great Thou Art,0.358,0.137,10,-14.049,1,0.0328,0.956,2.13e-05,0.117,0.379,129.252,44,48,293987,4
9012,2012,Disciple,Once And For All,0.453,0.88,0,-4.644,0,0.0618,0.00248,0.0,0.0894,0.329,157.952,30,69,214040,4
9013,2010,Tim McGraw,Southern Voice,0.63,0.877,9,-4.106,1,0.0321,0.0446,0.0,0.113,0.758,112.051,40,75,242427,4
9014,2016,Sebastian Yatra,Traicionera,0.783,0.673,11,-4.938,1,0.0536,0.143,0.0,0.216,0.658,91.0,69,86,228467,4
9015,2016,Majid Jordan,Day And Night,0.629,0.488,6,-8.893,0,0.093,0.0238,0.00523,0.107,0.203,114.885,46,70,306067,4
9016,2003,Talking Heads,Wild Wild Life - Remastered,0.647,0.889,9,-4.869,1,0.0302,0.0186,0.0,0.375,0.952,137.41,26,71,219773,4
9017,2006,Rockabye Baby!,All Apologies,0.652,0.526,6,-10.813,1,0.0447,0.813,0.248,0.0991,0.132,83.007,33,64,226067,4
9018,2007,Townes Van Zandt,Waiting Around to Die,0.551,0.233,6,-18.251,0,0.0312,0.71,0.000949,0.11,0.659,89.574,45,57,165187,4
9019,2008,Shinedown,If You Only Knew,0.449,0.956,9,-4.011,0,0.0398,0.000347,0.0,0.325,0.321,97.011,39,75,226640,4
9020,2013,Shigeto,Detroit Part 1,0.767,0.737,2,-9.329,1,0.0926,0.0377,0.0866,0.0948,0.2,82.465,44,46,291979,4
9021,2016,Radnor,New Perspective,0.476,0.722,7,-5.711,1,0.0396,0.0203,0.0,0.0911,0.587,164.031,47,36,223310,4
9022,2006,Tito Rojas,Enamorame,0.688,0.685,0,-9.89,1,0.0324,0.405,0.0,0.333,0.92,90.635,29,54,378293,4
9023,2002,Bryan Adams,This Is Where I Belong - Soundtrack Version,0.411,0.314,10,-15.295,1,0.0292,0.887,8.18e-05,0.349,0.134,96.957,49,76,141133,3
9024,2001,Los Humildes,Ambicion,0.825,0.424,4,-8.111,1,0.0328,0.377,2.48e-05,0.0764,0.96,101.842,23,44,180000,4
9025,2013,Various Artists,No Turning Back Now,0.578,0.509,3,-8.422,1,0.0459,0.605,0.0,0.12,0.378,119.62,42,8,254427,4
9026,2000,Tony Croatto,Yo Habito una Tierra Luz,0.537,0.367,9,-17.722,1,0.188,0.407,0.0,0.0993,0.579,108.175,21,36,232533,4
9027,2012,Father John Misty,Funtimes in Babylon,0.536,0.489,4,-7.669,1,0.0319,0.74,0.0,0.0948,0.364,104.598,56,67,219893,4
9028,2011,Beyoncé,Dance for You,0.616,0.78,2,-6.062,1,0.0623,0.0322,0.0,0.173,0.471,110.005,65,87,377467,4
9029,2000,Widespread Panic with The Dirty Dozen Brass B,Coconuts,0.492,0.977,2,-4.121,1,0.0676,0.349,0.094,0.9,0.761,105.288,20,0,485027,4
9030,2010,Selena,Yo Me Voy,0.616,0.583,2,-7.178,1,0.0286,0.372,0.0,0.214,0.846,104.414,33,91,209080,4
9031,2002,The Cars,You Might Think,0.716,0.808,2,-7.201,1,0.0315,0.107,0.00269,0.0618,0.964,133.563,42,67,187973,4
9032,2012,12 Stones,Psycho,0.484,0.952,5,-3.785,1,0.0726,0.000109,0.0557,0.12,0.57,131.937,39,54,193773,4
9033,2016,Shane & Shane,Psalm 63 (Live),0.532,0.632,11,-7.501,1,0.0324,0.198,0.000559,0.279,0.262,72.992,48,65,329498,4
9034,2006,"Albert Hammond, Jr.",Everyone Gets a Star,0.591,0.813,2,-6.218,1,0.0254,0.000485,0.39,0.221,0.843,97.987,35,56,185267,4
9035,2005,Wax Tailor,I Don't Know,0.824,0.667,11,-5.258,0,0.0439,0.0306,0.0292,0.19,0.483,106.989,30,56,219707,4
9036,2017,Jordan Solomon,Oh Me Oh My,0.672,0.649,0,-8.293,1,0.0764,0.353,0.00062,0.596,0.67,159.986,48,48,230323,4
9037,2012,Florence + The Machine,Heartlines - Acoustic,0.431,0.34,9,-8.266,0,0.0276,0.831,6.08e-05,0.0795,0.233,99.623,31,79,332133,4
9038,2003,Banda El Recodo,Delante De Mí Detente,0.709,0.593,8,-5.762,1,0.0355,0.7,0.373,0.0595,0.976,101.687,29,72,146720,3
9039,2014,The Echo-Friendly,Same Mistakes,0.522,0.527,6,-8.098,0,0.0327,0.239,0.44,0.139,0.366,159.965,39,33,190240,4
9040,2016,Quinn XCII,Tourist,0.821,0.424,2,-8.717,0,0.124,0.395,0.0,0.1,0.564,104.102,46,75,188787,4
9041,2017,Tommy Chayne,King of the Pines (feat. Upchurch),0.734,0.808,11,-5.375,0,0.232,0.0181,0.0,0.323,0.433,149.995,43,33,197176,4
9042,2011,Foster The People,Helena Beat,0.67,0.876,5,-4.905,0,0.0536,0.0127,0.00302,0.109,0.736,126.968,64,77,276173,4
9043,2001,Jeffrey Lewis,Seattle,0.464,0.313,0,-13.623,1,0.136,0.467,1.17e-06,0.11,0.799,157.928,23,40,154320,4
9044,2013,The Piano Guys,Beethoven's 5 Secrets,0.302,0.515,2,-9.303,1,0.0414,0.795,0.904,0.079,0.111,150.285,60,71,309773,4
9045,2008,Dov Davidoff,"Big Titties, Glitter, and 'Don't Assume'",0.619,0.691,6,-6.014,1,0.928,0.712,0.0,0.651,0.552,76.763,25,27,276827,4
9046,2009,Madonna,La Isla Bonita,0.708,0.832,1,-4.736,0,0.0362,0.392,1.33e-06,0.0561,0.968,99.953,64,78,242947,4
9047,2007,Leona Lewis,Take A Bow,0.669,0.674,8,-4.879,0,0.137,0.402,0.0,0.108,0.446,73.974,35,74,233973,4
9048,2016,Caye,Gold,0.777,0.364,9,-7.514,1,0.0729,0.368,0.0,0.0772,0.187,124.925,40,48,185339,4
9049,2010,Usher,You Make Me Wanna... - Timbaland Remix,0.727,0.632,8,-8.532,1,0.0579,0.0766,2.08e-05,0.0936,0.963,165.984,35,82,266520,3
9050,2009,Bruce Springsteen,The Wrestler,0.494,0.216,3,-13.519,1,0.0313,0.855,0.0,0.0984,0.213,150.237,40,77,230787,5
9051,2003,Johnny Cash,No Earthly Good,0.494,0.141,8,-13.747,1,0.0956,0.959,0.0,0.0956,0.564,166.239,27,78,162827,3
9052,2004,Diego Torres,Usted (feat. Vicentico) - MTV Unplugged,0.497,0.904,9,-3.147,1,0.085,0.468,0.0,0.797,0.768,101.923,49,67,287573,4
9053,2015,Cristoph,Reachin',0.728,0.628,0,-9.798,1,0.0392,0.00168,0.817,0.0867,0.549,123.997,48,56,387827,4
9054,2012,Michael Kiwanuka,I'll Get Along,0.659,0.547,9,-9.901,1,0.0235,0.371,1.94e-06,0.0961,0.694,94.266,38,64,208680,4
9055,2013,A$AP Ferg,Didn't Wanna Do That,0.738,0.829,6,-5.409,0,0.252,0.0212,0.0,0.486,0.338,122.992,40,80,164067,4
9056,2013,Brad Paisley,Southern Comfort Zone,0.431,0.876,4,-6.109,1,0.0658,0.0771,1.81e-05,0.0998,0.519,160.0,45,70,316987,4
9057,2000,Whatever,Why,0.665,0.581,3,-8.291,1,0.0691,0.637,0.00134,0.671,0.417,140.019,23,31,210667,4
9058,2008,Lil Mama,Lip Gloss/ No Music - Main Version - clean,0.718,0.855,2,-4.01,1,0.536,0.451,0.0,0.0517,0.882,127.673,34,50,244133,5
9059,2017,Kina Grannis,God Only Knows,0.658,0.125,8,-15.901,1,0.0323,0.877,0.0,0.287,0.507,106.686,58,72,136542,4
9060,2002,Kenny G,"Jesu, Joy Of Man's Desiring",0.595,0.462,7,-10.059,1,0.0365,0.4,0.0,0.162,0.711,131.732,29,67,124440,3
9061,2010,Attila,Rage,0.344,0.933,6,-4.507,0,0.172,0.00029,0.00843,0.134,0.495,140.587,36,57,214013,3
9062,2007,Jorge Celedón,Cómo Te Olvido,0.678,0.699,5,-4.752,1,0.0713,0.328,0.0,0.115,0.947,136.269,51,58,290120,4
9063,2009,Sonora Ponceña,El Pio Pio,0.684,0.518,7,-8.927,1,0.0527,0.633,0.0,0.0578,0.962,90.368,33,50,298160,4
9064,2000,S Club 7,All In Love Is Fair,0.728,0.524,1,-6.433,1,0.0345,0.2,2.54e-05,0.0998,0.681,81.95,18,62,256333,4
9065,2002,Eminem,White America,0.609,0.629,1,-5.529,1,0.203,0.00977,0.0,0.113,0.144,75.075,27,96,324467,4
9066,2004,Liquid Mind,In the Stillness,0.0963,0.0441,5,-25.494,1,0.0452,0.97,0.97,0.0968,0.0369,88.726,25,60,390733,4
9067,2001,Jessica Simpson,Irresistible,0.659,0.966,8,-2.783,0,0.0538,0.0279,8.25e-05,0.0489,0.687,93.008,41,57,193600,4
9068,2001,Alicia Keys,Never Felt This Way,0.485,0.136,4,-11.504,1,0.0393,0.941,1.99e-05,0.139,0.411,103.246,37,79,120933,4
9069,2014,Jowell,Chulo Sin H (feat. De la Ghetto),0.734,0.884,5,-5.232,0,0.289,0.0626,0.0,0.31,0.848,160.034,48,73,284200,4
9070,2012,Grizzly Bear,Adelma,0.33,0.297,0,-17.933,1,0.0469,0.783,0.939,0.113,0.101,110.595,35,64,62553,4
9071,2008,TV On The Radio,DLZ,0.516,0.885,8,-3.958,0,0.0505,0.0351,0.00133,0.107,0.616,175.977,42,61,228707,4
9072,2008,Crystal Castles,Through The Hosiery,0.662,0.902,1,-7.464,1,0.0346,0.001,0.418,0.327,0.737,120.01,36,61,186920,4
9073,2014,Christian Löffler,Veiled Grey,0.617,0.314,7,-13.203,1,0.0301,0.412,0.933,0.144,0.0387,113.018,46,58,350105,4
9074,2011,Various Artists,Saint-Saëns: Le carnaval des animaux (Carnival of the Animals): XIII. The Swan,0.105,0.0334,7,-28.089,1,0.0482,0.99,0.926,0.0933,0.0376,90.527,44,8,205240,1
9075,2007,Stevie Wonder,Skeletons,0.834,0.576,1,-8.061,1,0.0369,0.00554,0.000514,0.0542,0.685,99.835,33,78,296720,4
9076,2000,At The Drive In,Mannequin Republic,0.349,0.996,9,-2.071,1,0.189,0.0628,1.03e-06,0.259,0.199,102.579,34,52,183306,4
9077,2003,The Diplomats,Hell Rell (Interlude),0.743,0.883,8,-7.997,0,0.585,0.942,0.000211,0.42,0.382,84.353,22,52,123333,5
9078,2004,Green Day,Jesus Of Suburbia,0.3,0.929,1,-3.214,1,0.0636,0.000259,2.26e-06,0.329,0.59,147.116,62,82,548253,4
9079,2016,Cody Johnson,With You I Am,0.559,0.665,7,-6.233,1,0.027,0.403,0.0,0.14,0.397,75.023,63,67,220893,4
9080,2014,Statik Selektah,My Time,0.602,0.879,10,-5.126,0,0.273,0.247,0.0,0.178,0.634,94.338,37,56,195789,4
9081,2001,Smash Mouth,Sister Psychic,0.707,0.925,6,-3.456,0,0.0407,0.123,0.0,0.185,0.935,102.284,28,71,196840,4
9082,2011,José Maria Napoleón,Vive,0.396,0.532,2,-11.188,1,0.0485,0.258,0.0,0.102,0.738,154.853,56,62,187267,4
9083,2016,Ed Prosek,Truth,0.578,0.487,0,-8.838,0,0.0329,0.747,0.00018,0.125,0.249,142.046,56,57,220625,4
9084,2013,Yandel,Déjate Amar,0.695,0.806,0,-3.248,1,0.0638,0.0239,0.0,0.0971,0.353,92.968,50,81,219787,4
9085,2000,Gipsy Kings,No vivere,0.743,0.942,6,-8.281,1,0.0442,0.199,0.000417,0.0576,0.898,108.274,20,66,246400,4
9086,2010,The Naked And Famous,The Sun,0.589,0.485,0,-9.721,1,0.0325,0.51,0.00901,0.112,0.0355,123.992,38,61,236560,4
9087,2006,Brandon Rhyder,Freeze Frame Time,0.59,0.564,10,-4.069,1,0.0277,0.561,3.5e-06,0.216,0.304,134.893,44,40,299938,3
9088,2002,Sarit Hadad,אתה תותח,0.8,0.851,3,-5.077,0,0.0299,0.0845,0.0,0.321,0.818,115.959,33,44,210200,4
9089,2002,Los Caminantes,Maria Elena,0.784,0.801,8,-5.157,1,0.0337,0.53,0.0,0.0862,0.969,104.769,47,61,193813,4
9090,2017,Zach Williams,Fear Is a Liar,0.456,0.438,5,-8.457,1,0.0286,0.163,0.0,0.194,0.0972,144.047,59,57,265120,4
9091,2001,Video Rola,Alegre Y Mujeriego,0.777,0.472,5,-7.812,1,0.0877,0.215,1.05e-05,0.277,1.0,132.774,30,18,130467,4
9092,2016,Alkaline,Spoil You,0.778,0.685,4,-5.736,0,0.121,0.219,0.0,0.0912,0.422,119.949,45,62,192000,5
9093,2015,Transviolet,Girls Your Age,0.427,0.398,0,-9.553,0,0.0536,0.453,0.00479,0.0903,0.114,139.249,55,57,208053,4
9094,2006,Mötley Crüe,Wild Side,0.43,0.982,5,-3.779,1,0.088,3.38e-06,0.701,0.934,0.223,111.935,29,69,310000,4
9095,2005,Pat Benatar,Hit Me With Your Best Shot - Remastered,0.691,0.778,4,-3.702,1,0.0319,0.329,8.91e-06,0.142,0.962,127.494,28,64,172467,4
9096,2001,Fat Pat,So Real (Screwed Version) (feat. Mike D & Lil Keke),0.946,0.441,2,-8.086,1,0.318,0.0561,0.000582,0.237,0.274,132.719,36,47,380333,4
9097,2012,Mexican Institute Of Sound,México,0.668,0.786,6,-4.576,1,0.0369,0.00234,0.0193,0.134,0.517,112.952,41,52,226693,4
9098,2004,Estopa,Tragicomedia,0.515,0.779,11,-7.005,0,0.231,0.25,0.0,0.112,0.697,88.188,49,68,209240,4
9099,2015,Blake Shelton,Mine Would Be You,0.572,0.529,0,-6.897,1,0.0282,0.146,0.0,0.335,0.321,139.876,49,75,239507,4
9100,2005,Randy Travis,"Precious Lord, Take My Hand",0.339,0.169,7,-13.687,1,0.0358,0.766,8.07e-06,0.111,0.169,180.849,30,64,201387,3
9101,2017,P!nk,Barbies,0.615,0.596,0,-8.062,1,0.109,0.243,7.91e-06,0.09,0.307,143.693,61,83,223840,4
9102,2000,Philip Glass,Violin Concerto: II. --,0.0788,0.104,0,-22.179,0,0.0484,0.884,0.0296,0.0607,0.0395,80.263,36,66,512467,3
9103,2012,Danny Brown,Detroit187,0.606,0.884,8,-4.477,0,0.428,0.212,0.0,0.121,0.452,156.598,32,64,185226,4
9104,2004,The Used,Yesterday's Feelings,0.463,0.494,7,-10.009,1,0.0445,0.0196,0.0,0.436,0.332,134.872,38,63,168187,3
9105,2015,Vigiland,Shots & Squats,0.813,0.819,1,-5.039,1,0.121,0.00674,0.000423,0.225,0.279,127.997,68,70,171799,4
9106,2011,The Story So Far,Roam,0.507,0.995,4,-2.355,1,0.0829,0.000569,1.28e-05,0.0686,0.219,123.889,51,67,174573,4
9107,2003,Alberto Pedraza,Tu Recuerdo,0.712,0.672,4,-6.765,0,0.0454,0.0355,0.0,0.141,0.763,87.504,24,52,265427,4
9108,2012,Miike Snow,The Wave,0.686,0.878,1,-5.054,0,0.046,0.0829,0.128,0.0551,0.665,122.01,37,64,223493,4
9109,2013,Justin Moore,One Dirt Road,0.691,0.406,1,-10.527,1,0.0294,0.468,3.57e-05,0.11,0.357,126.039,35,66,221307,4
9110,2000,Linkin Park,Papercut,0.524,0.939,9,-3.994,1,0.113,0.00022,0.0,0.623,0.661,150.184,47,86,184867,4
9111,2004,Danny Elfman,Spider-Man 2 Main Title,0.217,0.568,9,-10.995,0,0.0457,0.469,0.917,0.0847,0.139,122.446,50,67,201493,3
9112,2000,Tan Dun,A Love Before Time,0.471,0.447,2,-13.229,0,0.0393,0.378,1.9e-06,0.0974,0.233,138.023,17,46,218800,4
9113,2012,Shinedown,My Name [Wearing Me Out],0.454,0.989,5,-2.644,1,0.0991,0.000197,0.0,0.328,0.169,139.964,49,75,216187,4
9114,2014,Mike WiLL Made-It,Drinks On Us,0.774,0.63,10,-6.15,0,0.387,0.465,6.6e-05,0.142,0.475,128.956,40,75,224479,4
9115,2007,The Academy Is...,Seed,0.464,0.911,7,-3.953,1,0.0649,0.00185,0.000159,0.125,0.3,139.833,27,49,257560,4
9116,2004,Phoenix,If it's not with you,0.91,0.395,8,-7.188,1,0.0737,0.336,0.000412,0.0989,0.334,132.696,41,69,237440,4
9117,2003,Lonestar,Amazed,0.538,0.636,1,-4.975,1,0.0285,0.263,0.0,0.117,0.281,139.776,23,62,240147,4
9118,2005,Venetian Snares,Hajnal,0.35,0.772,4,-4.893,1,0.13,0.504,0.653,0.115,0.217,173.926,29,39,466000,1
9119,2012,Curren$y,Jet Life - feat. Big K.R.I.T. & Wiz Khalifa,0.746,0.646,1,-6.545,1,0.0515,0.0455,0.0,0.287,0.37,131.046,41,68,210307,4
9120,2005,Various Artists,Guatagato,0.84,0.74,6,-7.212,1,0.0558,0.0182,0.000256,0.208,0.714,93.989,40,8,163400,4
9121,2014,Carrie Underwood,Temporary Home,0.432,0.353,0,-6.341,1,0.0258,0.719,0.0,0.0897,0.19,81.289,50,75,268800,4
9122,2002,Frédéric Chopin,"12 Études, Op. 10: Étude No. 3 in E Major",0.374,0.0913,4,-23.489,1,0.05,0.995,0.853,0.0855,0.0393,135.702,42,75,232707,4
9123,2014,Shakey Graves,Only Son,0.565,0.449,1,-8.053,1,0.0277,0.826,0.000803,0.151,0.331,106.14,43,65,282187,3
9124,2006,Chris Thile,Heart In A Cage,0.504,0.434,7,-10.201,1,0.0414,0.869,0.0034,0.274,0.494,138.422,42,54,263160,4
9125,2004,Ray Charles,Sinner's Prayer,0.711,0.544,9,-7.807,1,0.0438,0.613,0.00166,0.109,0.51,101.849,32,69,263880,3
9126,2003,Ry Cooder,Bodas de oro,0.775,0.339,7,-15.454,0,0.0466,0.949,0.934,0.118,0.772,100.218,31,55,278627,4
9127,2000,Alice In Chains,"Angry Chair - Live at Glasgow Barrowland, Glasgow, UK March 1993",0.265,0.946,8,-5.617,1,0.0903,1.69e-05,0.0164,0.442,0.192,110.677,19,72,262467,4
9128,2016,Emarosa,Cloud 9,0.273,0.952,11,-2.681,0,0.0778,0.000802,0.0,0.205,0.626,167.835,47,56,215971,4
9129,2000,Star & Micey,I Can't Wait,0.672,0.766,7,-8.918,1,0.0393,0.204,0.000183,0.0767,0.699,86.981,36,24,189293,4
9130,2000,Armando Manzanero,No,0.454,0.536,7,-4.895,1,0.0284,0.755,0.0,0.106,0.0847,81.055,35,59,193880,4
9131,2001,Fat Pat,Dreamz (feat. Mac),0.733,0.607,11,-8.069,0,0.303,0.00905,0.0,0.174,0.424,170.466,27,47,240267,4
9132,2005,I Am The Avalanche,New Disaster,0.395,0.942,10,-4.757,0,0.0668,0.0146,2.7e-06,0.393,0.541,160.117,23,33,226173,4
9133,2000,Nevermore,Narcosynthesis,0.497,0.991,5,-4.484,0,0.0732,5.29e-05,0.00119,0.0999,0.234,135.014,34,44,331480,4
9134,2009,Silverstein,Broken Stars,0.428,0.957,1,-3.32,1,0.0741,0.0103,0.0,0.239,0.18,103.956,35,62,221120,4
9135,2014,Innovacion,Medias Negras,0.595,0.523,9,-8.823,1,0.248,0.429,0.0,0.078,0.879,169.821,37,42,179096,3
9136,2012,Nelson Freire,Saudades das Selvas Brasilieras No.2,0.355,0.0762,9,-23.119,1,0.0336,0.995,0.859,0.0953,0.0937,105.284,35,47,174453,4
9137,2005,Panic! At The Disco,Lying Is The Most Fun A Girl Can Have Without Taking Her Clothes Off,0.66,0.799,8,-4.644,1,0.0995,0.106,0.0,0.154,0.475,125.966,64,88,200227,4
9138,2011,Electric Light Orchestra,Sweet Talkin' Woman,0.609,0.616,0,-9.18,1,0.0301,0.504,0.0,0.116,0.908,121.816,37,74,228347,4
9139,2001,Jimmy Eat World,Cautioners,0.557,0.716,9,-6.024,1,0.0265,0.0124,0.489,0.167,0.395,114.001,31,68,337533,4
9140,2009,Jesse & Joy,Electricidad,0.409,0.799,4,-4.09,1,0.0452,0.00375,9.16e-05,0.153,0.303,144.998,42,75,244320,4
9141,2006,Girl Talk,Double Pump,0.863,0.616,6,-7.411,1,0.0803,0.00919,0.0213,0.0466,0.962,127.527,30,50,105453,4
9142,2011,Classified,That Ain't Classy,0.479,0.912,10,-4.519,0,0.239,0.021,0.0,0.109,0.479,89.955,39,55,239853,4
9143,2014,Home,Pyxis,0.715,0.688,1,-8.032,0,0.0322,0.00512,0.854,0.214,0.225,127.005,41,61,217077,4
9144,2004,John Frusciante,In Relief,0.18,0.56,0,-6.32,1,0.0331,0.482,7.55e-05,0.143,0.039,158.661,32,57,215173,4
9145,2000,Matchbox Twenty,You Won't Be Mine,0.342,0.315,2,-9.431,0,0.0276,0.409,0.0143,0.0802,0.0819,60.638,32,70,327507,4
9146,2010,Rockabye Baby!,Livin' on a Prayer,0.784,0.127,4,-22.145,0,0.0772,0.844,0.688,0.25,0.885,107.998,34,64,221120,4
9147,2007,David Arkenstone,Bloodsail,0.673,0.442,6,-10.813,0,0.0745,0.0215,0.568,0.64,0.645,120.717,33,51,144467,4
9148,2016,PENTAGON,Gorilla,0.808,0.914,2,-2.087,1,0.0497,0.0998,0.0,0.163,0.824,103.994,49,66,185000,4
9149,2006,Taking Back Sunday,Miami,0.579,0.789,0,-4.047,1,0.072,0.0115,4.55e-06,0.0795,0.803,154.4,36,64,221378,4
9150,2016,Alan Ellis,Here:Now,0.188,0.258,5,-15.456,1,0.0343,0.969,0.841,0.0858,0.0732,100.496,54,63,163456,3
9151,2000,Weezer,The Christmas Song,0.299,0.632,5,-3.28,1,0.0363,0.000174,8.19e-05,0.0853,0.297,147.508,34,75,187333,3
9152,2003,Grupo Sonador,Bajo Las Estrellas 1,0.474,0.833,5,-6.919,0,0.0427,0.000387,0.0518,0.355,0.512,180.063,26,54,245453,4
9153,2001,Creol,Latin Quarter - Latin Negyed (A. Gàbor Szucs),0.776,0.53,4,-12.534,0,0.051,0.326,0.922,0.0693,0.963,120.017,25,37,221587,4
9154,2000,Tosca,Boss On The Boat,0.762,0.698,6,-5.821,0,0.0823,0.0104,0.847,0.0864,0.66,99.99,32,55,363093,4
9155,2004,Andrea Bocelli,Dell' amore non si sa,0.188,0.326,0,-9.702,1,0.0371,0.881,0.00539,0.102,0.0881,81.57,47,75,222095,3
9156,2008,Basshunter,Dream Girl,0.642,0.98,8,-6.213,1,0.0471,0.138,0.00119,0.123,0.295,144.989,26,63,266907,4
9157,2013,Shpongle,Brain in a Fish Tank,0.654,0.729,1,-12.106,0,0.0387,0.0155,0.733,0.163,0.0788,122.993,41,50,476308,4
9158,2007,El Potro De Sinaloa,Los Dos Jefes,0.692,0.418,8,-3.51,1,0.114,0.56,3.82e-05,0.182,0.97,198.996,30,49,185907,3
9159,2017,Pentatonix,Away In A Manger,0.595,0.29,4,-9.502,1,0.0396,0.618,0.0,0.326,0.649,122.9,57,80,184680,4
9160,2006,Bitter:Sweet,Don't Forget To Breathe,0.572,0.649,0,-7.506,0,0.0408,0.192,0.000728,0.124,0.404,80.005,30,4,194160,4
9161,2010,Tom Segura,Not Normal,0.575,0.766,7,-9.915,1,0.924,0.924,5.56e-06,0.902,0.598,100.782,33,54,154305,4
9162,2008,Los terribles Del Norte,Si Cómo No,0.895,0.68,9,-7.576,1,0.0451,0.252,0.0,0.0668,0.961,88.796,32,51,193680,4
9163,2002,Sherwin Gardner,I Worship You,0.746,0.531,9,-6.789,1,0.327,0.00633,0.0,0.0561,0.761,149.927,25,31,244547,4
9164,2006,Hurt,Falls Apart,0.507,0.684,8,-6.23,0,0.0506,0.00665,2.85e-05,0.115,0.371,146.021,43,63,281373,4
9165,2002,Andrew Lloyd Webber,Superstar,0.479,0.566,9,-7.799,1,0.0505,0.125,0.0,0.344,0.553,122.775,24,66,256827,4
