,Year,Artist,Track,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Track_Popularity,Artist_Popularity,Duration_ms,Time Signature
860,2014,The Dramatics,Just Shopping (Not Buying Anything),0.349,0.468,5,-11.097,1,0.0518,0.618,0.000704,0.548,0.363,84.039,38,53,302107,4
861,2014,JJ Lin,可惜沒如果,0.486,0.424,0,-5.755,1,0.0262,0.617,0.0,0.116,0.286,79.989,62,69,298293,4
862,2001,The Mayfield Four,Eden (Turn The Page),0.407,0.733,2,-6.587,1,0.0342,0.000651,2.07e-05,0.0673,0.28,135.189,29,29,235733,4
863,2008,The Moondoggies,Undertaker,0.447,0.161,4,-15.418,1,0.0319,0.943,0.00813,0.111,0.0602,89.576,29,34,225973,4
864,2007,Peter Bjorn and John,Young Folks,0.701,0.815,0,-5.995,1,0.038,0.0172,0.000627,0.0969,0.67,138.142,64,63,279027,4
865,2002,Original Broadway Cast of Thoroughly Modern Millie,Thoroughly Modern Millie,0.678,0.538,0,-8.417,1,0.0699,0.75,0.0,0.331,0.773,99.239,37,0,177333,4
866,2016,Palaye Royale,Don't Feel Quite Right,0.422,0.948,2,-1.747,1,0.0816,5.27e-05,0.00011,0.201,0.635,157.049,48,58,203920,4
867,2006,Trent Willmon,On Again Tonight,0.461,0.611,11,-5.315,1,0.0298,0.0126,0.0,0.0971,0.441,133.967,29,33,219600,3
868,2010,Los Saicos,Ana,0.486,0.693,11,-7.166,0,0.0314,0.472,0.0,0.0756,0.628,114.346,34,34,120800,4
869,2016,Crowder,Forgiven,0.492,0.673,0,-5.642,1,0.0459,0.285,0.0,0.107,0.297,76.025,54,63,236667,4
870,2008,Moby,Porcelain,0.297,0.637,0,-7.926,0,0.0336,0.0014,0.18,0.247,0.332,94.73,47,73,241173,4
871,2007,John Denver,Calypso,0.218,0.419,9,-9.626,1,0.0311,0.808,4.45e-05,0.126,0.508,180.089,29,73,216013,3
872,2002,The Cranberries,Linger,0.445,0.604,7,-8.568,1,0.0271,0.092,7.95e-05,0.323,0.183,94.886,56,75,274773,4
873,2000,TKKG,119 - Frische Spur nach 70 Jahren - Teil 30,0.71,0.557,1,-10.104,1,0.796,0.405,0.0,0.675,0.616,55.681,26,76,73947,5
874,2017,BTS,Not Today,0.594,0.946,8,-3.408,1,0.126,0.00181,1.04e-06,0.923,0.665,110.024,72,91,231860,4
875,2011,Christina Perri,mine,0.459,0.744,2,-6.209,0,0.0546,0.00332,0.0191,0.0239,0.255,138.985,38,75,213587,4
876,2001,Michael Kamen,Nixon's Walk - Instrumental,0.173,0.105,8,-20.825,1,0.0517,0.849,0.886,0.127,0.051,116.989,31,57,134267,4
877,2017,Why Don't We,Never Know,0.652,0.678,9,-5.829,1,0.173,0.0303,0.0,0.288,0.515,103.877,54,78,174560,4
878,2010,The National,Conversation 16,0.554,0.851,11,-7.61,0,0.0369,0.611,0.913,0.24,0.513,116.976,35,71,258933,4
879,2001,Bruce Springsteen,"Tenth Avenue Freeze-Out - Live at Madison Square Garden, New York, NY - June/July 2000",0.382,0.871,5,-6.385,1,0.0806,0.233,0.0,0.975,0.415,111.669,31,77,968693,4
880,2003,Sheryl Crow,Everyday Is A Winding Road,0.659,0.672,6,-8.199,1,0.038,0.0451,3.2e-05,0.141,0.773,113.039,29,67,257440,4
881,2001,Jan Jelinek,Do Dekor,0.408,0.544,7,-18.683,1,0.0609,0.496,0.918,0.105,0.0339,120.46,30,39,334600,4
882,2010,Sleep Baby Sleep,Remeniscing In the Rain,0.345,0.323,0,-16.56,1,0.0345,0.983,0.978,0.328,0.431,116.818,38,68,93154,4
883,2014,SOJA,Easier - feat. Anuhea and J Boog,0.659,0.758,0,-4.503,1,0.0456,0.04,0.0,0.348,0.778,75.999,40,67,195439,4
884,2012,Happy Baby Lullaby Collection,Do You Want to Know a Secret,0.613,0.344,4,-12.434,1,0.0464,0.49,0.0,0.127,0.403,99.998,41,48,270915,4
885,2001,KISS,Rock And Roll All Nite,0.59,0.954,1,-4.294,1,0.0783,0.031,0.0,0.0751,0.888,145.071,26,73,166333,4
886,2014,Ledisi,Lose Control,0.676,0.485,7,-8.418,1,0.194,0.376,0.0,0.094,0.316,120.095,35,56,279533,4
887,2002,Juicy J,Buck Gangsta Beat,0.903,0.842,0,-9.749,1,0.089,0.0113,0.0,0.125,0.517,150.271,20,80,207893,4
888,2012,2 Chainz,Yuck!,0.638,0.885,11,-4.353,0,0.259,0.666,9.89e-05,0.155,0.436,149.929,43,86,287573,4
889,2012,Papa Roach,Before I Die,0.579,0.668,9,-9.017,0,0.0305,0.00227,0.0278,0.12,0.28,140.051,46,75,265067,4
890,2006,Cascada,Miracle,0.631,0.972,0,-7.946,1,0.0383,0.0103,0.000102,0.133,0.465,140.005,30,69,221013,4
891,2006,Placebo,Infra-Red,0.447,0.817,1,-5.963,1,0.0704,0.000297,1.23e-06,0.277,0.355,172.01,50,68,195653,4
892,2006,Jim Gaffigan,Steak And Salad,0.481,0.813,4,-17.116,1,0.916,0.928,3.77e-06,0.855,0.122,101.412,32,60,161333,4
893,2003,The Beach Boys,Be True To Your School - Remastered,0.538,0.898,9,-3.752,1,0.0666,0.511,0.0,0.0952,0.621,144.518,27,74,130267,3
894,2005,Fatlip,Today's Your Day (Wachagonedu?),0.676,0.787,1,-3.18,1,0.308,0.0398,0.0,0.756,0.857,82.258,40,41,262322,4
895,2000,Dying Fetus,Born In Sodom,0.212,0.959,6,-6.096,0,0.179,7.98e-05,0.00588,0.15,0.125,177.077,21,48,286320,3
896,2001,Hope Sandoval and the Warm Inventions,Suzanne,0.507,0.276,7,-14.655,1,0.0281,0.707,0.155,0.0876,0.157,125.111,40,44,291107,4
897,2016,Masego,Sego Hotline feat. Krs.,0.843,0.384,9,-11.385,0,0.254,0.381,0.000491,0.321,0.324,112.975,46,71,224040,4
898,2008,Search The City,The Rescue,0.359,0.916,6,-3.946,1,0.0716,0.00176,0.0,0.105,0.462,176.884,28,33,208347,4
899,2001,Joe Strummer & The Mescaleros,Bhindi Bhagee,0.613,0.924,10,-7.762,0,0.0439,0.0313,0.017,0.322,0.64,115.236,32,45,347067,4
900,2007,Parokya Ni Edgar,Akala,0.678,0.622,4,-7.432,1,0.0402,0.142,0.0,0.157,0.637,99.923,45,66,182440,4
901,2001,The Mamas & The Papas,Even If I Could,0.546,0.741,4,-7.255,0,0.0318,0.788,0.000221,0.231,0.626,126.001,25,65,163600,3
902,2000,Swingin' Utters,Pills & Smoke,0.457,0.962,0,-4.118,1,0.0413,8.5e-05,0.054,0.155,0.662,113.363,33,43,154453,4
903,2013,Dance Gavin Dance,Turn Off the Lights. I'm Watching Back to the Future pt. II,0.22,0.952,4,-3.459,1,0.139,0.0484,0.0,0.619,0.464,157.058,45,69,359960,4
904,2005,Garbage,It's All Over But The Crying,0.472,0.554,7,-9.348,0,0.0285,0.0636,5.37e-05,0.354,0.205,79.967,24,62,279293,4
905,2000,Carl Thomas,Anything (Interlude),0.257,0.403,4,-10.825,1,0.0454,0.677,2e-05,0.189,0.219,80.767,26,52,97418,4
906,2016,The Lumineers,Cleopatra,0.536,0.775,8,-6.765,1,0.0394,0.228,0.000143,0.0947,0.485,151.393,55,79,201413,4
907,2004,Fabienne DelSol,I'm gonna haunt you,0.629,0.862,2,-5.728,0,0.0358,0.191,0.00623,0.0681,0.863,154.095,33,29,163173,4
908,2017,Various Artists,Incubations,0.194,0.0388,2,-28.622,0,0.0421,0.987,0.761,0.104,0.0952,83.457,59,8,189000,1
909,2016,Siggno,Te Amaba Desde Antes,0.601,0.649,9,-7.683,1,0.201,0.231,0.0,0.132,0.583,175.865,43,54,216013,4
910,2002,Various Artists,"There's Room for Everyone - From ""Pete's Dragon""/Soundtrack Version",0.349,0.238,3,-13.372,1,0.0358,0.755,0.0,0.0756,0.583,172.33,20,8,185747,3
911,2017,Joywave,Doubt,0.516,0.93,7,-5.566,1,0.376,0.000297,0.00631,0.229,0.383,160.015,47,61,225013,4
912,2013,Phosphorescent,Ride On / Right On,0.539,0.582,7,-7.414,1,0.0328,0.00818,0.0717,0.15,0.245,95.07,44,61,224907,4
913,2001,Good Charlotte,I Don't Wanna Stop,0.479,0.897,7,-4.286,1,0.0635,0.0396,0.0,0.228,0.639,160.024,33,70,160133,4
914,2005,Jim Jones,Harlem,0.599,0.672,2,-5.859,1,0.385,0.0855,0.0,0.615,0.358,78.784,23,59,231120,4
915,2010,Christina Aguilera,Lift Me Up,0.519,0.674,4,-5.775,1,0.0371,0.0355,3.93e-05,0.316,0.464,137.923,38,80,247173,4
916,2005,Broken Social Scene,7/4 (Shoreline),0.463,0.933,9,-5.541,1,0.141,0.00431,0.637,0.316,0.53,156.003,40,57,293840,1
917,2016,Aventura,El Perdedor,0.78,0.552,5,-10.63,1,0.0341,0.301,0.0,0.134,0.933,128.036,53,76,215213,4
918,2002,Cristian Castro,Lloviendo Estrellas,0.593,0.837,4,-3.936,1,0.0459,0.118,0.0,0.481,0.571,134.027,60,72,256133,4
919,2017,Ella Vos,Mother (Don't Cry),0.748,0.422,8,-4.24,1,0.0296,0.0719,6.02e-05,0.0598,0.333,102.931,55,63,240525,4
920,2004,Shifty,Starry Eyed Surprise,0.722,0.872,4,-3.3,1,0.129,0.0274,3.09e-05,0.223,0.635,103.198,43,34,225480,4
921,2002,Theory of a Deadman,Inside,0.413,0.924,2,-5.723,1,0.0885,1.01e-05,4.25e-06,0.305,0.46,150.145,22,70,188653,4
922,2009,Tigers Jaw,Spirit Desire,0.56,0.734,2,-9.586,1,0.0287,6.14e-05,0.00522,0.0929,0.72,111.984,38,56,311400,4
923,2006,Corinne Bailey Rae,Call Me When You Get This,0.581,0.663,6,-9.035,0,0.0502,0.0387,0.00415,0.362,0.294,102.905,40,68,304867,4
924,2016,Drugdealer,The End Of Comedy,0.545,0.3,3,-6.723,1,0.0312,0.903,0.0,0.179,0.43,112.938,46,51,151067,4
925,2007,Victor Garcia,Desvelado,0.668,0.727,6,-6.157,0,0.0467,0.0931,0.0,0.213,0.921,87.01,31,52,206600,4
926,2005,Bronco El Gigante de America,Cuando Yo Me Vaya,0.56,0.593,7,-6.428,1,0.283,0.298,0.0,0.0746,0.521,183.774,22,46,207693,4
927,2005,Sublime,Cisco Kid,0.853,0.465,4,-9.268,1,0.475,0.565,0.0,0.863,0.723,107.945,44,73,278333,4
928,2003,Carimi,Por Favor,0.69,0.653,6,-7.515,1,0.057,0.416,0.0,0.267,0.671,83.864,28,42,277773,4
929,2013,Matchbox Twenty,Real World,0.504,0.761,10,-5.446,1,0.0437,0.00628,0.0,0.0892,0.884,117.999,45,70,231693,4
930,2007,Envy On The Coast,Artist and Repertoire,0.341,0.799,2,-5.191,0,0.0435,0.00107,0.0,0.0633,0.0461,157.16,33,40,284573,4
931,2001,Boyz II Men,Doin' Just Fine,0.636,0.438,6,-6.721,1,0.0325,0.477,0.0,0.0922,0.31,113.916,24,71,330107,4
932,2007,Dr. Dog,Keep a Friend,0.532,0.571,5,-5.764,1,0.0365,0.8,0.00997,0.369,0.314,71.718,29,63,212147,4
933,2013,EXO,XOXO (Kisses & Hugs),0.708,0.689,1,-5.428,1,0.0421,0.00678,0.0,0.441,0.563,93.94,52,80,186018,4
934,2003,Something Corporate,She Paints Me Blue,0.415,0.81,0,-5.554,1,0.0394,0.00919,2.14e-05,0.121,0.239,154.057,29,50,218733,4
935,2009,Green River Ordinance,On Your Own,0.435,0.831,6,-4.212,1,0.0436,0.125,0.0,0.0801,0.181,143.989,30,45,259760,4
936,2017,Flowen,Closure,0.488,0.894,1,-3.868,1,0.331,0.767,0.0284,0.639,0.114,160.03,46,41,171103,4
937,2007,Blu,The Narrow Path,0.678,0.707,11,-6.432,0,0.26,0.0084,2.94e-06,0.128,0.551,90.117,33,85,309387,4
938,2014,Gavin DeGraw,Best I Ever Had,0.558,0.918,7,-6.508,1,0.0698,0.00182,0.0,0.307,0.562,134.96,38,69,226680,4
939,2013,Kubbi,Up in My Jam (All of a Sudden),0.467,0.832,7,-7.73,1,0.0332,0.00547,0.86,0.206,0.593,97.134,36,42,220701,4
940,2011,Two Steps from Hell,Titan Dune,0.406,0.829,0,-6.514,0,0.0484,0.259,0.893,0.0538,0.29,158.03,41,68,130567,4
941,2010,Ronald Isley,You've Got A Friend,0.555,0.546,8,-9.047,1,0.0345,0.553,0.0,0.0524,0.673,94.98,40,53,295440,4
942,2005,Death From Above 1979,"You're A Woman, I'm A Machine",0.238,0.964,4,-7.132,0,0.22,2.68e-06,0.00682,0.357,0.319,117.967,30,58,173200,4
943,2017,Wovoka Gentle,Branscombe,0.556,0.389,7,-15.394,1,0.029,0.721,0.886,0.111,0.0879,111.012,53,44,439478,4
944,2013,Toby Keith,Shut Up And Hold On,0.604,0.852,11,-4.641,0,0.0571,0.0577,1.05e-05,0.101,0.738,167.957,41,70,175800,4
945,2003,Youngblood Brass Band,Brooklyn,0.442,0.794,8,-6.539,1,0.0805,0.0649,0.221,0.213,0.789,96.789,34,42,411920,4
946,2005,Sigur Rós,Sæglópur,0.329,0.483,9,-7.925,1,0.0288,0.0433,0.807,0.498,0.0702,101.332,41,62,458959,4
947,2017,Trippie Redd,Dark Knight Dummo (Feat. Travis Scott),0.379,0.824,8,-2.881,0,0.0975,0.15,0.0,0.138,0.226,121.056,76,91,256163,4
948,2015,Shinedown,Asking For It,0.449,0.971,10,-3.66,1,0.0476,0.00273,0.0,0.141,0.414,144.031,59,75,210707,4
949,2003,RJD2,Ghostwriter Remix,0.67,0.793,1,-3.848,1,0.0308,0.0476,0.912,0.0714,0.671,93.802,28,58,342293,4
950,2016,La Adictiva Banda San José de Mesillas,El Viejón,0.808,0.653,0,-3.383,1,0.0377,0.581,6.47e-06,0.049,0.963,140.081,48,72,178320,3
951,2007,Gorillaz,The Swagga,0.814,0.584,11,-8.354,0,0.0704,0.479,0.0,0.0533,0.597,119.986,35,80,297667,4
952,2005,Judas Priest,Worth Fighting For,0.622,0.806,4,-5.607,0,0.0307,0.000432,0.0,0.119,0.523,119.99,37,69,258667,4
953,2015,Omer Adam,מודה אני,0.61,0.494,8,-5.791,0,0.0319,0.767,0.0,0.242,0.433,138.092,45,59,218875,4
954,2016,Architects,A Match Made In Heaven,0.517,0.977,7,-4.627,1,0.0741,4.97e-05,0.00129,0.105,0.135,121.503,47,71,228018,4
955,2015,Adriel Favela,Te Acuerdas de Tu Amiga,0.909,0.838,1,-4.532,1,0.0386,0.32,0.0,0.0945,0.967,122.396,51,68,163093,3
956,2017,ALLBLACK,Canadian Goose,0.563,0.679,3,-6.994,0,0.436,0.358,0.0,0.233,0.729,98.478,47,53,137561,4
957,2016,CNCO,Quisiera - Ballad Version,0.421,0.6,2,-6.421,1,0.0732,0.577,0.0,0.135,0.558,89.601,51,80,189053,4
958,2012,Rival Sons,Keep On Swinging,0.209,0.857,1,-5.419,0,0.0913,0.000892,0.00123,0.489,0.404,173.546,54,61,239413,4
959,2017,Gucci Mane,Helpless,0.769,0.562,11,-7.237,1,0.28,0.242,0.00101,0.0852,0.525,170.082,56,88,194824,4
960,2006,The Wood Brothers,Atlas,0.582,0.44,0,-9.165,1,0.102,0.842,0.0209,0.0951,0.758,184.333,31,62,200533,4
961,2004,John Mellencamp,Lonely Ol' Night,0.652,0.876,9,-4.011,1,0.0328,0.00479,0.0119,0.0361,0.702,126.546,25,66,225093,4
962,2011,Queen,Tenement Funster - Remastered 2011,0.423,0.69,4,-7.362,0,0.0355,0.0589,0.000406,0.343,0.511,84.621,29,96,166853,4
963,2012,Audiomachine,Akkadian Empire,0.523,0.921,0,-8.141,0,0.0332,0.497,0.905,0.0724,0.447,85.499,47,61,82000,4
964,2007,Angels & Airwaves,Star Of Bethlehem,0.532,0.574,9,-12.215,1,0.0333,0.00199,0.903,0.139,0.111,128.104,33,59,127533,4
965,2014,Bethel Music,I Belong to You (Live),0.496,0.628,6,-7.336,1,0.0292,0.0529,0.25,0.122,0.203,108.004,38,74,288507,4
966,2013,Les Misérables Cast,Epilogue,0.365,0.0589,4,-20.328,1,0.0463,0.947,0.0,0.111,0.128,78.88,43,57,504547,4
967,2002,Gorillaz,De-Punked,0.756,0.441,0,-11.019,1,0.0829,0.00989,0.776,0.0798,0.272,119.949,19,80,320533,4
968,2012,Bahamas,Lost In The Light,0.592,0.272,2,-8.696,1,0.0323,0.809,0.00253,0.111,0.233,75.622,61,66,236720,4
969,2014,Jungle,Julia,0.623,0.647,10,-7.511,0,0.0301,0.022,0.00108,0.109,0.277,107.996,40,69,195294,4
970,2010,Smart Baby Lullaby,Minuet In G,0.472,0.279,0,-10.37,1,0.0354,0.969,0.812,0.101,0.641,100.403,43,56,95479,3
971,2006,Demetri Martin,Some More Jokes,0.414,0.842,7,-11.79,1,0.928,0.804,0.0,0.781,0.11,85.06,31,50,210320,4
972,2017,Niall Horan,Too Much To Ask - Acoustic,0.485,0.187,0,-7.454,1,0.0399,0.86,0.0,0.181,0.382,143.502,59,77,221598,4
973,2010,Jazmine Sullivan,Love You Long Time,0.599,0.866,4,-3.685,1,0.119,0.0957,0.0,0.136,0.552,172.037,36,64,192827,4
974,2016,BANNERS,Start A Riot - Thundatraxx Remix,0.643,0.767,2,-5.627,1,0.0297,0.0151,4.23e-05,0.3,0.658,94.974,49,62,188773,4
975,2009,Sugar Ray,Morning Sun,0.713,0.687,7,-5.908,1,0.0232,0.095,0.0,0.199,0.841,102.013,32,63,223293,4
976,2009,Straight No Chaser,The 12 Days of Christmas,0.588,0.293,6,-12.385,1,0.316,0.831,0.0,0.378,0.482,107.991,39,58,178707,4
977,2016,MOONZz,Every Every (Telykast Remix),0.528,0.787,10,-4.651,1,0.0398,0.0248,6.7e-06,0.222,0.259,150.044,58,54,195200,4
978,2006,Jorge Celedón,Todo No Puede Llamarse Amor (with Víctor Manuelle),0.762,0.633,4,-5.287,1,0.0353,0.554,0.0,0.17,0.821,136.216,36,58,292800,4
979,2013,Various Artists,For the First Time in Forever - Instrumental Karaoke,0.264,0.319,0,-9.511,1,0.0298,0.907,0.835,0.151,0.244,96.324,36,8,226587,4
980,2002,Ms. Lauryn Hill,Oh Jerusalem - Live,0.544,0.476,2,-7.499,1,0.283,0.531,0.0,0.704,0.481,182.799,39,71,534507,4
981,2010,Rihanna,Skin,0.633,0.561,7,-6.933,0,0.0424,0.13,0.0,0.128,0.136,126.955,49,91,303720,4
982,2014,Baby Lullaby,London Bridge Is Falling Down,0.667,0.0356,5,-22.479,1,0.0349,0.989,0.937,0.119,0.215,99.007,43,73,109270,4
983,2001,Astrud Gilberto,Photograph,0.522,0.366,9,-13.699,1,0.034,0.809,3.21e-05,0.382,0.739,151.596,23,62,132520,4
984,2008,Menahan Street Band,Going The Distance,0.527,0.688,8,-8.144,0,0.0247,0.109,0.806,0.0932,0.31,92.605,42,61,154733,4
985,2012,CeeLo Green,All I Need Is Love - feat. Disney's The Muppets,0.546,0.951,4,-3.545,0,0.139,0.111,0.0,0.153,0.687,88.959,36,67,226560,4
986,2001,KRS-One,Hush,0.937,0.843,7,-6.922,1,0.272,0.026,0.0,0.0832,0.83,99.761,39,58,235467,4
987,2015,Lil Dicky,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),0.858,0.697,2,-5.361,1,0.23,0.114,0.0,0.224,0.364,98.012,44,75,290836,4
988,2006,The Beatles,Because,0.246,0.166,6,-20.719,0,0.0536,0.933,5.56e-05,0.358,0.0625,110.07,42,88,164632,4
989,2016,Ray LaMontagne,"Part One - Hey, No Pressure",0.434,0.748,1,-7.707,1,0.0522,0.11,0.000273,0.102,0.703,151.265,48,69,394200,4
990,2016,Dance With the Dead,Diabolic,0.639,0.948,4,-5.04,0,0.181,0.000451,0.372,0.389,0.328,121.016,52,58,259835,4
991,2002,Tsunami Bomb,Roundabout,0.567,0.795,2,-5.731,1,0.0413,0.00118,0.0214,0.185,0.597,158.675,22,38,183053,4
992,2010,Jamie Foxx,Winner,0.788,0.613,1,-8.539,0,0.25,0.00914,0.0,0.137,0.648,89.985,47,70,244347,4
993,2012,John Denver,A Baby Just Like You,0.573,0.0647,4,-15.224,1,0.0333,0.926,2.61e-05,0.181,0.437,98.506,33,73,164227,4
994,2003,Broken Social Scene,Feel Good Lost,0.248,0.0238,2,-28.51,1,0.0524,0.994,0.937,0.065,0.0248,180.21,21,57,111507,4
995,2017,Tiësto,Carry You Home,0.518,0.724,8,-6.327,1,0.0839,0.0308,0.0,0.116,0.334,121.884,67,83,192731,4
996,2015,$uicideBoy$,Evolution (Pretty Good Movie/Pretty Good Theory),0.759,0.497,1,-6.454,1,0.0459,0.161,1.07e-05,0.108,0.0386,99.996,48,84,129672,4
997,2015,Vince Staples,Get Paid,0.621,0.769,6,-6.923,0,0.37,0.151,2.33e-06,0.131,0.411,99.017,42,78,192773,4
998,2013,Hillsong United,Nothing Like Your Love,0.438,0.625,11,-7.245,1,0.0336,0.0229,0.112,0.194,0.125,130.022,35,74,351280,4
999,2008,Bobby Womack,California Dreamin',0.468,0.529,11,-6.564,0,0.0284,0.803,0.00725,0.257,0.613,111.638,55,61,188053,4
1000,2002,Vanessa Carlton,Rinse,0.469,0.718,8,-5.014,0,0.0365,0.291,1.37e-06,0.275,0.141,79.619,30,68,270587,4
1001,2016,Francis and the Lights,See Her Out (Thats Just Life),0.541,0.456,4,-9.266,1,0.051,0.792,0.00092,0.105,0.362,158.015,47,61,210945,4
1002,2016,Natural Swing,Fat Cap,0.692,0.475,11,-9.937,0,0.487,0.736,0.891,0.108,0.551,80.046,56,45,97518,4
1003,2014,Pedro Capó,Qué Fuimos,0.375,0.636,11,-5.262,1,0.0339,0.394,0.0,0.122,0.211,105.028,50,73,209827,4
1004,2017,Andrew McMahon in the Wilderness,Shot Out Of A Cannon,0.607,0.909,0,-4.407,0,0.0501,0.0032,1.17e-06,0.106,0.687,114.08,46,62,233920,4
1005,2015,Imagine Dragons,Gold,0.416,0.459,9,-6.814,0,0.0317,0.0801,0.00653,0.0551,0.286,164.929,54,94,216813,3
1006,2000,The Brooklyn Tabernacle Choir,More Than Enough (Live) [feat. Joanne Brown],0.226,0.337,2,-10.62,1,0.034,0.839,3.5e-05,0.38,0.113,125.52,23,44,569707,4
1007,2016,Gerardo Ortiz,Quién Se Anima,0.841,0.639,7,-5.908,1,0.0694,0.451,0.0,0.0626,0.982,119.95,63,77,97240,4
1008,2011,Dave Matthews Band,"Tripping Billies - Live at Wrigley Field, Chicago, IL - September 2010",0.38,0.957,11,-5.959,0,0.117,0.00037,6.77e-06,0.962,0.396,120.149,32,70,379440,4
1009,2017,Just A Gent,You'll Never Know (feat. Moza),0.664,0.85,4,-3.504,0,0.243,0.0459,9.75e-05,0.215,0.274,148.024,53,60,208425,4
1010,2004,Jeremy Camp,Take You Back,0.492,0.867,9,-4.953,1,0.03,0.00599,0.0,0.319,0.398,152.957,27,62,240120,4
1011,2003,Kyo,Le chemin (feat. Sita),0.526,0.748,0,-7.25,1,0.0603,0.00518,1.94e-06,0.113,0.517,159.929,49,42,210707,4
1012,2014,Dan Bull,Boom Boom Boom Boom Boom Boom Boom Boom Boom Boom Boom Boom Boom,0.848,0.898,1,-8.702,1,0.0915,0.0651,2.26e-05,0.062,0.897,134.93,40,57,120463,4
1013,2002,Darryl Worley,I Miss My Friend,0.56,0.468,4,-7.81,1,0.0254,0.161,3.73e-05,0.0858,0.43,140.058,45,52,242927,4
1014,2014,Dillon Francis,Get Low,0.674,0.932,11,-4.424,0,0.0859,0.0282,0.71,0.684,0.728,101.033,63,71,212773,4
1015,2006,A Change of Pace,Safe and Sound in Phone Lines,0.464,0.455,4,-7.284,0,0.0261,0.433,0.0,0.217,0.413,134.938,28,37,231253,4
1016,2006,"Albert Hammond, Jr.",101,0.524,0.778,4,-3.645,1,0.036,0.000886,0.579,0.242,0.528,119.958,35,56,207173,4
1017,2011,Feist,Cicadas And Gulls,0.598,0.0813,1,-15.071,1,0.0336,0.928,0.0154,0.108,0.116,96.033,32,63,196133,4
1018,2004,John Mayer,Come Back to Bed - Live at C.W. Mitchell Pavillion,0.437,0.479,9,-9.292,1,0.0359,0.0327,0.127,0.877,0.304,115.928,28,84,716027,3
1019,2003,Juelz Santana,Why,0.725,0.772,1,-5.421,1,0.131,0.00726,1.21e-06,0.101,0.508,81.261,26,67,237027,4
1020,2004,Various Artists,"L'Arena - From ""Il Mercenario""",0.294,0.454,2,-11.612,1,0.0493,0.198,0.886,0.1,0.144,137.111,42,8,284440,4
1021,2009,Hechizeros Band,Y Como Se Mata El Gusano aka Como Se Mata El Gusano,0.694,0.883,2,-4.44,1,0.0655,0.323,0.0,0.265,0.935,74.89,28,44,203600,4
1022,2017,Machine Gun Kelly,Bad Things (with Camila Cabello),0.697,0.691,2,-4.757,1,0.146,0.214,0.0,0.185,0.305,137.853,61,79,239293,4
1023,2009,Keane,Snowed Under,0.565,0.715,5,-6.717,1,0.026,0.00874,0.000714,0.0836,0.326,130.028,45,73,228827,4
1024,2003,Ziggy Marley,Good Ol' Days (featuring Cedella Marley),0.836,0.813,7,-7.378,1,0.0502,0.236,0.00605,0.0674,0.646,120.125,30,64,257800,4
1025,2012,Aesop Rock,Leisureforce,0.562,0.893,10,-5.964,0,0.132,0.0136,0.0474,0.342,0.55,96.838,37,59,283813,4
1026,2001,Death Cab for Cutie,Why You'd Want To Live Here,0.466,0.932,7,-6.956,1,0.0375,0.0402,0.00525,0.159,0.697,152.989,23,70,284773,3
1027,2007,Cartel De Santa,México Lindo y Bandido,0.859,0.457,9,-7.75,0,0.104,0.262,0.0101,0.0941,0.839,95.018,48,78,189667,4
1028,2006,Kenny G,The Way We Were,0.267,0.394,3,-8.909,1,0.0383,0.266,0.0788,0.108,0.0414,166.721,34,67,170360,4
1029,2017,Future,Mask Off - Remix,0.72,0.424,2,-11.964,1,0.387,0.0122,0.0126,0.453,0.228,150.01,56,92,258427,4
1030,2000,Yusuf / Cat Stevens,Can't Keep It In,0.625,0.81,9,-7.766,1,0.045,0.0958,8.52e-06,0.254,0.774,78.935,21,71,181507,4
1031,2007,Various Artists,Taverns,0.394,0.266,11,-14.004,0,0.0402,0.635,0.197,0.116,0.519,105.0,36,8,266213,3
1032,2013,City and Colour,How Come Your Arms Are Not Around Me,0.498,0.125,0,-17.237,0,0.0355,0.959,0.0543,0.108,0.212,117.133,31,65,215656,4
1033,2017,Rostam,Fairytale of New York - Recorded at Spotify Studios NYC,0.375,0.5,2,-8.506,1,0.0494,0.699,0.0,0.0879,0.238,118.69,54,59,254588,3
1034,2000,R. Kelly,Like a Real Freak,0.71,0.682,9,-6.728,0,0.112,0.57,1.05e-05,0.0843,0.56,83.917,35,74,274040,4
1035,2016,Various Artists,Satisfied (feat. Miguel & Queen Latifah),0.543,0.549,0,-7.672,0,0.0727,0.496,0.0,0.168,0.282,123.325,49,8,318387,4
1036,2001,Charles Mingus,Moanin',0.488,0.476,5,-10.316,0,0.0497,0.438,0.000279,0.11,0.583,110.951,30,58,482960,4
1037,2002,Selena,La Carcacha,0.681,0.715,8,-9.977,1,0.261,0.175,0.0,0.346,0.896,182.043,37,91,250560,4
1038,2004,Ludovico Einaudi,La Linea Scura,0.0987,0.0277,8,-29.15,1,0.0475,0.995,0.877,0.109,0.0322,73.608,22,78,306000,4
1039,2008,Pretenders,I'll Stand By You - 2009 Remastered Version,0.427,0.707,7,-4.429,1,0.0319,0.473,4.65e-05,0.227,0.28,133.791,27,65,238893,4
1040,2016,Hillsong Worship,As It Is (In Heaven) - Live,0.337,0.586,4,-8.116,1,0.0343,0.0133,0.0,0.272,0.105,125.66,46,77,519627,4
